"PART#","CA WAREHOUSE","VA WAREHOUSE","TX WAREHOUSE","PRICE"
"POC101","LIMITED QTY","LIMITED QTY","LIMITED QTY","54.66"
"POC114","IN STOCK","LIMITED QTY","LIMITED QTY","103.66"
"POC116","LIMITED QTY","OUT OF STOCK","OUT OF STOCK","87.66"
"POC120","OUT OF STOCK","OUT OF STOCK","OUT OF STOCK","73.66"
"POC121","LIMITED QTY","LIMITED QTY","LIMITED QTY","69.66"
"POC122","IN STOCK","LIMITED QTY","LIMITED QTY","52.66"
"POC123","IN STOCK","LIMITED QTY","LIMITED QTY","52.66"
"POC124","IN STOCK","IN STOCK","IN STOCK","57.66"
"POC126","OUT OF STOCK","OUT OF STOCK","OUT OF STOCK","119.66"
"POC128","IN STOCK","LIMITED QTY","LIMITED QTY","72.66"
"POC129","LIMITED QTY","OUT OF STOCK","LIMITED QTY","52.66"
"POC130","LIMITED QTY","LIMITED QTY","LIMITED QTY","52.66"
"POC131","IN STOCK","IN STOCK","IN STOCK","38.66"
"POC132","LIMITED QTY","LIMITED QTY","LIMITED QTY","89.66"
"POC133","IN STOCK","LIMITED QTY","LIMITED QTY","132.66"
"POC134","IN STOCK","LIMITED QTY","LIMITED QTY","73.66"
"POC136","IN STOCK","LIMITED QTY","LIMITED QTY","48.66"
"POC138","LIMITED QTY","LIMITED QTY","OUT OF STOCK","62.66"
"POC141","OUT OF STOCK","OUT OF STOCK","OUT OF STOCK","223.66"
"POC142","IN STOCK","IN STOCK","IN STOCK","44.66"
"POC143","IN STOCK","IN STOCK","LIMITED QTY","72.66"
"POC144","IN STOCK","LIMITED QTY","LIMITED QTY","77.66"
"POC145","IN STOCK","LIMITED QTY","LIMITED QTY","41.66"
"POC147","IN STOCK","IN STOCK","LIMITED QTY","55.66"
"POC148","IN STOCK","IN STOCK","LIMITED QTY","42.66"
"POC149","LIMITED QTY","LIMITED QTY","LIMITED QTY","82.66"
"POC150","IN STOCK","IN STOCK","LIMITED QTY","71.66"
"POC153","LIMITED QTY","LIMITED QTY","LIMITED QTY","65.66"
"POC154","IN STOCK","IN STOCK","LIMITED QTY","75.66"
"POC155","IN STOCK","IN STOCK","LIMITED QTY","53.66"
"POC156","LIMITED QTY","LIMITED QTY","LIMITED QTY","102.66"
"POC157","IN STOCK","IN STOCK","IN STOCK","47.66"
"POC159","IN STOCK","IN STOCK","IN STOCK","112.66"
"POC160","LIMITED QTY","LIMITED QTY","LIMITED QTY","82.66"
"POC161","IN STOCK","LIMITED QTY","LIMITED QTY","89.66"
"POC162","OUT OF STOCK","IN STOCK","IN STOCK","132.66"
"POC163","IN STOCK","IN STOCK","IN STOCK","79.66"
"POC164","IN STOCK","LIMITED QTY","LIMITED QTY","117.66"
"POC165","LIMITED QTY","LIMITED QTY","LIMITED QTY","97.66"
"POC166","IN STOCK","IN STOCK","LIMITED QTY","113.66"
"POC168","IN STOCK","IN STOCK","LIMITED QTY","65.66"
"POC169","IN STOCK","LIMITED QTY","LIMITED QTY","89.66"
"POC170","IN STOCK","LIMITED QTY","LIMITED QTY","48.66"
"POC171","IN STOCK","LIMITED QTY","LIMITED QTY","62.66"
"POC172","IN STOCK","IN STOCK","IN STOCK","38.66"
"POC173","IN STOCK","LIMITED QTY","LIMITED QTY","78.66"
"POC174","IN STOCK","IN STOCK","LIMITED QTY","63.66"
"POC175","IN STOCK","IN STOCK","IN STOCK","57.66"
"POC176","IN STOCK","IN STOCK","IN STOCK","52.66"
"POC177","LIMITED QTY","LIMITED QTY","IN STOCK","82.66"
"POC178","IN STOCK","LIMITED QTY","LIMITED QTY","87.66"
"POC179","LIMITED QTY","LIMITED QTY","OUT OF STOCK","149.66"
"POC180","IN STOCK","IN STOCK","IN STOCK","92.66"
"POC181","IN STOCK","LIMITED QTY","LIMITED QTY","88.66"
"POC183","IN STOCK","LIMITED QTY","LIMITED QTY","82.66"
"POC184","IN STOCK","LIMITED QTY","LIMITED QTY","59.66"
"POC186","IN STOCK","LIMITED QTY","LIMITED QTY","53.66"
"POC194","IN STOCK","LIMITED QTY","LIMITED QTY","73.66"
"POC195","IN STOCK","IN STOCK","IN STOCK","52.66"
"POC197","OUT OF STOCK","OUT OF STOCK","OUT OF STOCK","213.66"
"POC200","IN STOCK","IN STOCK","LIMITED QTY","92.66"
"POC201","IN STOCK","IN STOCK","IN STOCK","87.66"
"POC202","IN STOCK","LIMITED QTY","LIMITED QTY","85.66"
"POC203","IN STOCK","IN STOCK","IN STOCK","127.66"
"POC204","IN STOCK","IN STOCK","LIMITED QTY","61.66"
"POC205","IN STOCK","IN STOCK","IN STOCK","44.66"
"POC206","IN STOCK","IN STOCK","IN STOCK","72.66"
"POC207","OUT OF STOCK","OUT OF STOCK","OUT OF STOCK","221.66"
"POC208","LIMITED QTY","IN STOCK","LIMITED QTY","99.66"
"POC209","IN STOCK","IN STOCK","IN STOCK","68.66"
"POC211","IN STOCK","LIMITED QTY","LIMITED QTY","79.66"
"POC212","LIMITED QTY","LIMITED QTY","LIMITED QTY","65.66"
"POC213","IN STOCK","LIMITED QTY","IN STOCK","62.66"
"POC214","IN STOCK","IN STOCK","IN STOCK","68.66"
"POC215","IN STOCK","LIMITED QTY","LIMITED QTY","133.66"
"POC216","OUT OF STOCK","OUT OF STOCK","OUT OF STOCK","172.66"
"POC217","IN STOCK","LIMITED QTY","LIMITED QTY","132.66"
"POC218","IN STOCK","LIMITED QTY","LIMITED QTY","78.66"
"POC219","LIMITED QTY","LIMITED QTY","LIMITED QTY","59.66"
"POC220","IN STOCK","LIMITED QTY","LIMITED QTY","73.66"
"POC221","LIMITED QTY","LIMITED QTY","LIMITED QTY","69.66"
"POC222","IN STOCK","LIMITED QTY","LIMITED QTY","69.66"
"POC223","IN STOCK","IN STOCK","IN STOCK","41.66"
"POC224","IN STOCK","LIMITED QTY","OUT OF STOCK","78.66"
"POC225","LIMITED QTY","LIMITED QTY","LIMITED QTY","69.66"
"POC226","IN STOCK","LIMITED QTY","LIMITED QTY","55.66"
"POC228","IN STOCK","IN STOCK","IN STOCK","45.66"
"POC229","LIMITED QTY","LIMITED QTY","LIMITED QTY","95.66"
"POC230","OUT OF STOCK","OUT OF STOCK","OUT OF STOCK","116.66"
"POC232","OUT OF STOCK","OUT OF STOCK","LIMITED QTY","122.66"
"POC233","LIMITED QTY","LIMITED QTY","OUT OF STOCK","122.66"
"POC234","IN STOCK","LIMITED QTY","LIMITED QTY","57.66"
"POC235","LIMITED QTY","LIMITED QTY","LIMITED QTY","42.66"
"POC237","IN STOCK","IN STOCK","LIMITED QTY","68.66"
"POC238","IN STOCK","IN STOCK","LIMITED QTY","72.66"
"POC239","OUT OF STOCK","OUT OF STOCK","OUT OF STOCK","93.66"
"POC240","OUT OF STOCK","OUT OF STOCK","OUT OF STOCK","213.66"
"POC241","OUT OF STOCK","OUT OF STOCK","OUT OF STOCK","193.66"
"POC242","OUT OF STOCK","OUT OF STOCK","OUT OF STOCK","68.66"
"POC246","LIMITED QTY","LIMITED QTY","LIMITED QTY","147.66"
"POC250","LIMITED QTY","OUT OF STOCK","OUT OF STOCK","72.66"
"POC253","IN STOCK","IN STOCK","IN STOCK","82.66"
"POC254","IN STOCK","IN STOCK","IN STOCK","78.66"
"POC255","IN STOCK","IN STOCK","LIMITED QTY","89.66"
"POC256","IN STOCK","LIMITED QTY","LIMITED QTY","84.66"
"POC257","LIMITED QTY","IN STOCK","LIMITED QTY","89.66"
"POC258","IN STOCK","IN STOCK","IN STOCK","52.66"
"POC259","IN STOCK","IN STOCK","IN STOCK","43.66"
"POC260","IN STOCK","IN STOCK","IN STOCK","93.66"
"POC261","LIMITED QTY","LIMITED QTY","LIMITED QTY","139.66"
"POC263","LIMITED QTY","OUT OF STOCK","OUT OF STOCK","102.66"
"POC265","LIMITED QTY","LIMITED QTY","LIMITED QTY","62.66"
"POC266","LIMITED QTY","LIMITED QTY","OUT OF STOCK","52.66"
"POC267","IN STOCK","IN STOCK","IN STOCK","65.66"
"POC268","IN STOCK","LIMITED QTY","LIMITED QTY","52.66"
"POC269","IN STOCK","IN STOCK","IN STOCK","62.66"
"POC272","IN STOCK","IN STOCK","LIMITED QTY","63.66"
"POC275","LIMITED QTY","OUT OF STOCK","OUT OF STOCK","243.66"
"POC277","IN STOCK","IN STOCK","IN STOCK","65.66"
"POC278","IN STOCK","IN STOCK","IN STOCK","41.66"
"POC279","IN STOCK","LIMITED QTY","LIMITED QTY","45.66"
"POC280","IN STOCK","LIMITED QTY","LIMITED QTY","35.66"
"POC281","IN STOCK","LIMITED QTY","LIMITED QTY","68.66"
"POC282","LIMITED QTY","LIMITED QTY","LIMITED QTY","51.66"
"POC283","IN STOCK","LIMITED QTY","LIMITED QTY","102.66"
"POC284","IN STOCK","LIMITED QTY","LIMITED QTY","99.66"
"POC285","IN STOCK","LIMITED QTY","LIMITED QTY","99.66"
"POC286","OUT OF STOCK","OUT OF STOCK","OUT OF STOCK","99.66"
"POC287","IN STOCK","IN STOCK","IN STOCK","55.66"
"POC288","LIMITED QTY","IN STOCK","IN STOCK","61.66"
"POC289","LIMITED QTY","LIMITED QTY","LIMITED QTY","61.66"
"POC290","IN STOCK","LIMITED QTY","LIMITED QTY","89.66"
"POC291","IN STOCK","LIMITED QTY","LIMITED QTY","61.66"
"POC292","OUT OF STOCK","OUT OF STOCK","OUT OF STOCK","49.66"
"POC293","IN STOCK","OUT OF STOCK","LIMITED QTY","102.66"
"POC295","OUT OF STOCK","OUT OF STOCK","OUT OF STOCK","158.66"
"POC296","LIMITED QTY","OUT OF STOCK","OUT OF STOCK","129.66"
"POC299","IN STOCK","LIMITED QTY","LIMITED QTY","78.66"
"POC300","OUT OF STOCK","OUT OF STOCK","OUT OF STOCK","87.66"
"POC301","LIMITED QTY","OUT OF STOCK","OUT OF STOCK","74.66"
"POC302","LIMITED QTY","OUT OF STOCK","OUT OF STOCK","89.66"
"POC303","LIMITED QTY","OUT OF STOCK","OUT OF STOCK","86.66"
"POC304","IN STOCK","OUT OF STOCK","OUT OF STOCK","71.66"
"POC305","LIMITED QTY","LIMITED QTY","LIMITED QTY","52.66"
"POC307","LIMITED QTY","LIMITED QTY","LIMITED QTY","102.66"
"POC802","IN STOCK","IN STOCK","LIMITED QTY","52.66"
"POC803","IN STOCK","LIMITED QTY","LIMITED QTY","47.66"
"POC806","LIMITED QTY","LIMITED QTY","LIMITED QTY","53.66"
"POC809","LIMITED QTY","LIMITED QTY","LIMITED QTY","108.66"
"POC813","LIMITED QTY","LIMITED QTY","LIMITED QTY","52.66"
"POC822","IN STOCK","LIMITED QTY","LIMITED QTY","128.66"
"POC823","LIMITED QTY","LIMITED QTY","LIMITED QTY","38.66"
"POC824","LIMITED QTY","LIMITED QTY","LIMITED QTY","49.66"
"POC825","OUT OF STOCK","OUT OF STOCK","OUT OF STOCK","59.66"
"POC827","IN STOCK","IN STOCK","IN STOCK","83.66"
"POC830","LIMITED QTY","OUT OF STOCK","LIMITED QTY","128.66"
"POC831","LIMITED QTY","OUT OF STOCK","OUT OF STOCK","118.66"
"POC832","LIMITED QTY","OUT OF STOCK","OUT OF STOCK","106.66"
"PR0010A","LIMITED QTY","LIMITED QTY","OUT OF STOCK","93.66"
"PR0011A","OUT OF STOCK","OUT OF STOCK","OUT OF STOCK","65.66"
"PR0012","LIMITED QTY","OUT OF STOCK","LIMITED QTY","472.66"
"PR0015A","LIMITED QTY","OUT OF STOCK","OUT OF STOCK","118.66"
"PR0019A","IN STOCK","LIMITED QTY","LIMITED QTY","69.66"
"PR0020","OUT OF STOCK","OUT OF STOCK","OUT OF STOCK","198.66"
"PR0021A","IN STOCK","LIMITED QTY","LIMITED QTY","128.66"
"PR0046A","LIMITED QTY","OUT OF STOCK","OUT OF STOCK","65.66"
"PR0048A","LIMITED QTY","LIMITED QTY","LIMITED QTY","63.66"
"PR0050A","LIMITED QTY","LIMITED QTY","IN STOCK","85.66"
"PR0068A","OUT OF STOCK","OUT OF STOCK","OUT OF STOCK","117.66"
"PR0078A","LIMITED QTY","LIMITED QTY","LIMITED QTY","86.66"
"PR0083A","OUT OF STOCK","OUT OF STOCK","OUT OF STOCK","132.66"
"PR0098F","LIMITED QTY","LIMITED QTY","LIMITED QTY","68.66"
"PR0109A","LIMITED QTY","LIMITED QTY","OUT OF STOCK","88.66"
"PR0138A","IN STOCK","LIMITED QTY","LIMITED QTY","92.66"
"PR0140A","LIMITED QTY","OUT OF STOCK","OUT OF STOCK","62.66"
"PR0142A","OUT OF STOCK","OUT OF STOCK","OUT OF STOCK","203.66"
"PR0145A","LIMITED QTY","LIMITED QTY","LIMITED QTY","57.66"
"PR0147A","LIMITED QTY","LIMITED QTY","LIMITED QTY","122.66"
"PR0161A","IN STOCK","LIMITED QTY","LIMITED QTY","68.66"
"PR0162A","IN STOCK","IN STOCK","IN STOCK","81.66"
"PR0165A","OUT OF STOCK","OUT OF STOCK","OUT OF STOCK","283.66"
"PR0169A","LIMITED QTY","LIMITED QTY","OUT OF STOCK","132.66"
"PR0170A","OUT OF STOCK","OUT OF STOCK","OUT OF STOCK","93.66"
"PR0177K","OUT OF STOCK","OUT OF STOCK","OUT OF STOCK","51.66"
"PR0178A","LIMITED QTY","LIMITED QTY","OUT OF STOCK","95.66"
"PR0180","LIMITED QTY","LIMITED QTY","OUT OF STOCK","243.66"
"PR0184A","LIMITED QTY","OUT OF STOCK","OUT OF STOCK","85.66"
"PR0204A","LIMITED QTY","OUT OF STOCK","OUT OF STOCK","147.66"
"PR0206A","IN STOCK","IN STOCK","IN STOCK","72.66"
"PR0223A","IN STOCK","LIMITED QTY","LIMITED QTY","57.66"
"PR0227A","IN STOCK","IN STOCK","IN STOCK","82.66"
"PR0229A","IN STOCK","OUT OF STOCK","OUT OF STOCK","76.66"
"PR0233A","LIMITED QTY","LIMITED QTY","OUT OF STOCK","77.66"
"PR0242K","IN STOCK","LIMITED QTY","OUT OF STOCK","53.66"
"PR0248A","IN STOCK","OUT OF STOCK","OUT OF STOCK","75.66"
"PR0250A","LIMITED QTY","LIMITED QTY","OUT OF STOCK","79.66"
"PR0263A","LIMITED QTY","OUT OF STOCK","OUT OF STOCK","59.66"
"PR0265A","IN STOCK","LIMITED QTY","LIMITED QTY","49.66"
"PR0289A","OUT OF STOCK","OUT OF STOCK","OUT OF STOCK","199.66"
"PR0292A","IN STOCK","OUT OF STOCK","LIMITED QTY","72.66"
"PR0312A","IN STOCK","LIMITED QTY","LIMITED QTY","83.66"
"PR0314A","OUT OF STOCK","LIMITED QTY","LIMITED QTY","67.66"
"PR0333A","OUT OF STOCK","OUT OF STOCK","OUT OF STOCK","135.66"
"PR0337A","OUT OF STOCK","OUT OF STOCK","OUT OF STOCK","158.66"
"PR0357F","IN STOCK","IN STOCK","LIMITED QTY","99.66"
"PR0395F","OUT OF STOCK","OUT OF STOCK","OUT OF STOCK","203.66"
"PR0396A","LIMITED QTY","LIMITED QTY","LIMITED QTY","77.66"
"PR0433A","IN STOCK","LIMITED QTY","LIMITED QTY","203.66"
"PR0434A","LIMITED QTY","LIMITED QTY","LIMITED QTY","72.66"
"PR0438A","LIMITED QTY","LIMITED QTY","LIMITED QTY","98.66"
"PR0444A","LIMITED QTY","LIMITED QTY","LIMITED QTY","278.66"
"PR0449F","OUT OF STOCK","OUT OF STOCK","OUT OF STOCK","186.66"
"PR0453A","IN STOCK","LIMITED QTY","LIMITED QTY","89.66"
"PR0454F","IN STOCK","IN STOCK","IN STOCK","163.66"
"PR0470A","LIMITED QTY","OUT OF STOCK","OUT OF STOCK","262.66"
"PR0472A","IN STOCK","LIMITED QTY","LIMITED QTY","112.66"
"PR0473A","LIMITED QTY","LIMITED QTY","LIMITED QTY","159.66"
"PR0537A","IN STOCK","LIMITED QTY","OUT OF STOCK","63.66"
"PR0539A","IN STOCK","LIMITED QTY","LIMITED QTY","66.66"
"PR0547A","IN STOCK","LIMITED QTY","LIMITED QTY","169.66"
"PR0556A","IN STOCK","IN STOCK","IN STOCK","88.66"
"PR0557A","LIMITED QTY","LIMITED QTY","LIMITED QTY","142.66"
"PR0558A","OUT OF STOCK","OUT OF STOCK","OUT OF STOCK","153.66"
"PR0561A","OUT OF STOCK","OUT OF STOCK","OUT OF STOCK","254.66"
"PR0569F","IN STOCK","IN STOCK","LIMITED QTY","75.66"
"PR0570A","OUT OF STOCK","OUT OF STOCK","OUT OF STOCK","103.66"
"PR0573A","LIMITED QTY","OUT OF STOCK","OUT OF STOCK","162.66"
"PR0581A","OUT OF STOCK","OUT OF STOCK","OUT OF STOCK","283.66"
"PR0583A","LIMITED QTY","LIMITED QTY","LIMITED QTY","243.66"
"PR0618A","IN STOCK","IN STOCK","IN STOCK","72.66"
"PR0619A","IN STOCK","LIMITED QTY","LIMITED QTY","64.66"
"PR0621A","IN STOCK","OUT OF STOCK","OUT OF STOCK","76.66"
"PR0622A","IN STOCK","IN STOCK","IN STOCK","78.66"
"PR0624A","LIMITED QTY","LIMITED QTY","LIMITED QTY","122.66"
"PR0658A","IN STOCK","LIMITED QTY","LIMITED QTY","68.66"
"PR0674A","IN STOCK","LIMITED QTY","LIMITED QTY","95.66"
"PR0677A","IN STOCK","LIMITED QTY","LIMITED QTY","73.66"
"PR0681A","IN STOCK","IN STOCK","LIMITED QTY","83.66"
"PR0705A","LIMITED QTY","LIMITED QTY","LIMITED QTY","89.66"
"PR0709A","IN STOCK","IN STOCK","IN STOCK","83.66"
"PR0712F","LIMITED QTY","OUT OF STOCK","OUT OF STOCK","135.66"
"PR0716F","IN STOCK","IN STOCK","IN STOCK","88.66"
"PR0717A","OUT OF STOCK","OUT OF STOCK","OUT OF STOCK","233.66"
"PR0720A","LIMITED QTY","LIMITED QTY","LIMITED QTY","102.66"
"PR0726A","LIMITED QTY","LIMITED QTY","LIMITED QTY","88.66"
"PR0729A","LIMITED QTY","LIMITED QTY","LIMITED QTY","162.66"
"PR0730A","IN STOCK","LIMITED QTY","LIMITED QTY","162.66"
"PR0733","LIMITED QTY","LIMITED QTY","OUT OF STOCK","72.66"
"PR0738A","IN STOCK","LIMITED QTY","LIMITED QTY","82.66"
"PR0741A","IN STOCK","LIMITED QTY","LIMITED QTY","72.66"
"PR0744A","IN STOCK","LIMITED QTY","OUT OF STOCK","75.66"
"PR0747A","OUT OF STOCK","OUT OF STOCK","OUT OF STOCK","92.66"
"PR0767A","LIMITED QTY","OUT OF STOCK","LIMITED QTY","78.66"
"PR0768A","IN STOCK","LIMITED QTY","LIMITED QTY","89.66"
"PR0781A","IN STOCK","LIMITED QTY","OUT OF STOCK","62.66"
"PR0813A","OUT OF STOCK","OUT OF STOCK","OUT OF STOCK","105.66"
"PR0825A","LIMITED QTY","LIMITED QTY","LIMITED QTY","152.66"
"PR0829A","IN STOCK","IN STOCK","IN STOCK","119.66"
"PR0836A","LIMITED QTY","OUT OF STOCK","OUT OF STOCK","82.66"
"PR0837F","OUT OF STOCK","LIMITED QTY","LIMITED QTY","78.66"
"PR0840A","IN STOCK","LIMITED QTY","LIMITED QTY","77.66"
"PR0854A","OUT OF STOCK","OUT OF STOCK","OUT OF STOCK","82.66"
"PR0855A","IN STOCK","OUT OF STOCK","OUT OF STOCK","82.66"
"PR0856A","LIMITED QTY","IN STOCK","LIMITED QTY","88.66"
"PR0858A","LIMITED QTY","OUT OF STOCK","OUT OF STOCK","99.66"
"PR0861","LIMITED QTY","LIMITED QTY","OUT OF STOCK","209.66"
"PR0870A","IN STOCK","LIMITED QTY","LIMITED QTY","65.66"
"PR0880A","OUT OF STOCK","OUT OF STOCK","OUT OF STOCK","105.66"
"PR0881A","OUT OF STOCK","OUT OF STOCK","OUT OF STOCK","86.66"
"PR0883A","LIMITED QTY","LIMITED QTY","LIMITED QTY","132.66"
"PR0885A","OUT OF STOCK","OUT OF STOCK","OUT OF STOCK","123.66"
"PR0886A","LIMITED QTY","LIMITED QTY","LIMITED QTY","69.66"
"PR0890A","LIMITED QTY","OUT OF STOCK","LIMITED QTY","97.66"
"PR0891A","LIMITED QTY","LIMITED QTY","OUT OF STOCK","153.66"
"PR0894A","LIMITED QTY","LIMITED QTY","LIMITED QTY","87.66"
"PR0897A","IN STOCK","IN STOCK","LIMITED QTY","62.66"
"PR0901A","IN STOCK","LIMITED QTY","LIMITED QTY","85.66"
"PR0908A","LIMITED QTY","LIMITED QTY","LIMITED QTY","112.66"
"PR0909A","IN STOCK","LIMITED QTY","OUT OF STOCK","95.66"
"PR0920A","LIMITED QTY","OUT OF STOCK","OUT OF STOCK","75.66"
"PR0921A","IN STOCK","LIMITED QTY","LIMITED QTY","72.66"
"PR0924A","IN STOCK","LIMITED QTY","LIMITED QTY","72.66"
"PR0928A","IN STOCK","LIMITED QTY","LIMITED QTY","72.66"
"PR0929A","LIMITED QTY","LIMITED QTY","OUT OF STOCK","82.66"
"PR0930A","OUT OF STOCK","OUT OF STOCK","OUT OF STOCK","183.66"
"PR0931A","LIMITED QTY","OUT OF STOCK","OUT OF STOCK","82.66"
"PR0934","LIMITED QTY","OUT OF STOCK","OUT OF STOCK","95.66"
"PR0935A","OUT OF STOCK","OUT OF STOCK","OUT OF STOCK","97.66"
"PR0939A","LIMITED QTY","OUT OF STOCK","OUT OF STOCK","97.66"
"PR0941F","LIMITED QTY","OUT OF STOCK","OUT OF STOCK","107.66"
"PR0942A","IN STOCK","LIMITED QTY","LIMITED QTY","53.66"
"PR0943A","IN STOCK","LIMITED QTY","LIMITED QTY","157.66"
"PR0945A","IN STOCK","LIMITED QTY","IN STOCK","58.66"
"PR0946K","LIMITED QTY","OUT OF STOCK","OUT OF STOCK","68.66"
"PR0948A","LIMITED QTY","LIMITED QTY","OUT OF STOCK","198.66"
"PR0950A","OUT OF STOCK","OUT OF STOCK","OUT OF STOCK","93.66"
"PR0951A","IN STOCK","IN STOCK","LIMITED QTY","69.66"
"PR0952A","LIMITED QTY","OUT OF STOCK","LIMITED QTY","66.66"
"PR0954A","IN STOCK","IN STOCK","LIMITED QTY","72.66"
"PR0955A","IN STOCK","IN STOCK","LIMITED QTY","89.66"
"PR0959A","IN STOCK","IN STOCK","IN STOCK","142.66"
"PR0963A","LIMITED QTY","OUT OF STOCK","OUT OF STOCK","71.66"
"PR0965A","LIMITED QTY","LIMITED QTY","OUT OF STOCK","95.66"
"PR0973A","OUT OF STOCK","OUT OF STOCK","OUT OF STOCK","63.66"
"PR0975A","LIMITED QTY","LIMITED QTY","LIMITED QTY","102.66"
"PR0977A","IN STOCK","LIMITED QTY","OUT OF STOCK","92.66"
"PR0978A","LIMITED QTY","LIMITED QTY","OUT OF STOCK","99.66"
"PR0979F","LIMITED QTY","OUT OF STOCK","OUT OF STOCK","122.66"
"PR0980A","OUT OF STOCK","OUT OF STOCK","OUT OF STOCK","108.66"
"PR0981A","LIMITED QTY","LIMITED QTY","LIMITED QTY","117.66"
"PR1000A","LIMITED QTY","LIMITED QTY","LIMITED QTY","59.66"
"PR1031A","LIMITED QTY","OUT OF STOCK","OUT OF STOCK","72.66"
"PR1032A","LIMITED QTY","OUT OF STOCK","OUT OF STOCK","67.66"
"PR1035A","IN STOCK","LIMITED QTY","LIMITED QTY","82.66"
"PR1043A","OUT OF STOCK","OUT OF STOCK","OUT OF STOCK","69.66"
"PR1047A","LIMITED QTY","LIMITED QTY","LIMITED QTY","83.66"
"PR1048A","IN STOCK","LIMITED QTY","OUT OF STOCK","79.66"
"PR1049A","LIMITED QTY","LIMITED QTY","OUT OF STOCK","69.66"
"PR1051A","LIMITED QTY","LIMITED QTY","LIMITED QTY","92.66"
"PR1052A","IN STOCK","IN STOCK","IN STOCK","102.66"
"PR1061A","LIMITED QTY","IN STOCK","IN STOCK","79.66"
"PR1062A","LIMITED QTY","LIMITED QTY","LIMITED QTY","79.66"
"PR1067A","LIMITED QTY","LIMITED QTY","LIMITED QTY","92.66"
"PR1072A","LIMITED QTY","OUT OF STOCK","OUT OF STOCK","89.66"
"PR1074A","LIMITED QTY","OUT OF STOCK","OUT OF STOCK","72.66"
"PR1077A","OUT OF STOCK","OUT OF STOCK","OUT OF STOCK","85.66"
"PR1081F","LIMITED QTY","LIMITED QTY","OUT OF STOCK","73.66"
"PR1094A","IN STOCK","LIMITED QTY","LIMITED QTY","78.66"
"PR1095A","LIMITED QTY","LIMITED QTY","LIMITED QTY","88.66"
"PR1108A","IN STOCK","LIMITED QTY","LIMITED QTY","64.66"
"PR1110A","LIMITED QTY","OUT OF STOCK","OUT OF STOCK","72.66"
"PR1115A","LIMITED QTY","OUT OF STOCK","OUT OF STOCK","139.66"
"PR1117K","LIMITED QTY","OUT OF STOCK","OUT OF STOCK","59.66"
"PR1124A","IN STOCK","LIMITED QTY","LIMITED QTY","131.66"
"PR1125A","LIMITED QTY","LIMITED QTY","OUT OF STOCK","91.66"
"PR1127A","OUT OF STOCK","OUT OF STOCK","OUT OF STOCK","67.66"
"PR1134A","OUT OF STOCK","OUT OF STOCK","OUT OF STOCK","62.66"
"PR1135A","LIMITED QTY","LIMITED QTY","OUT OF STOCK","69.66"
"PR1140A","IN STOCK","LIMITED QTY","LIMITED QTY","68.66"
"PR1144","OUT OF STOCK","OUT OF STOCK","OUT OF STOCK","159.66"
"PR1145A","LIMITED QTY","OUT OF STOCK","OUT OF STOCK","93.66"
"PR1150A","IN STOCK","OUT OF STOCK","LIMITED QTY","65.66"
"PR1151A","OUT OF STOCK","OUT OF STOCK","OUT OF STOCK","97.66"
"PR1152A","LIMITED QTY","LIMITED QTY","LIMITED QTY","58.66"
"PR1155A","IN STOCK","LIMITED QTY","LIMITED QTY","65.66"
"PR1158A","LIMITED QTY","OUT OF STOCK","OUT OF STOCK","52.66"
"PR1159A","OUT OF STOCK","OUT OF STOCK","OUT OF STOCK","123.66"
"PR1164A","LIMITED QTY","IN STOCK","OUT OF STOCK","83.66"
"PR1165A","IN STOCK","LIMITED QTY","IN STOCK","203.66"
"PR1173KA","OUT OF STOCK","OUT OF STOCK","OUT OF STOCK","84.66"
"PR1174A","LIMITED QTY","LIMITED QTY","LIMITED QTY","69.66"
"PR1178A","LIMITED QTY","LIMITED QTY","LIMITED QTY","58.66"
"PR1183A","IN STOCK","LIMITED QTY","LIMITED QTY","62.66"
"PR1187P","LIMITED QTY","OUT OF STOCK","OUT OF STOCK","91.66"
"PR1190A","IN STOCK","LIMITED QTY","LIMITED QTY","88.66"
"PR1193F","IN STOCK","IN STOCK","IN STOCK","68.66"
"PR1194A","LIMITED QTY","OUT OF STOCK","LIMITED QTY","117.66"
"PR1202A","IN STOCK","LIMITED QTY","LIMITED QTY","78.66"
"PR1203A","LIMITED QTY","OUT OF STOCK","OUT OF STOCK","88.66"
"PR1206A","IN STOCK","LIMITED QTY","LIMITED QTY","72.66"
"PR1210A","IN STOCK","LIMITED QTY","LIMITED QTY","79.66"
"PR1211A","IN STOCK","IN STOCK","LIMITED QTY","89.66"
"PR1212A","LIMITED QTY","LIMITED QTY","LIMITED QTY","92.66"
"PR1216A","LIMITED QTY","LIMITED QTY","OUT OF STOCK","82.66"
"PR1218A","IN STOCK","LIMITED QTY","LIMITED QTY","142.66"
"PR1240A","LIMITED QTY","OUT OF STOCK","OUT OF STOCK","73.66"
"PR1242A","LIMITED QTY","OUT OF STOCK","OUT OF STOCK","63.66"
"PR1244A","IN STOCK","LIMITED QTY","OUT OF STOCK","97.66"
"PR1273A","IN STOCK","IN STOCK","LIMITED QTY","62.66"
"PR1276A","LIMITED QTY","LIMITED QTY","OUT OF STOCK","68.66"
"PR1277A","LIMITED QTY","LIMITED QTY","LIMITED QTY","79.66"
"PR1278A","IN STOCK","OUT OF STOCK","OUT OF STOCK","82.66"
"PR1279A","LIMITED QTY","LIMITED QTY","LIMITED QTY","77.66"
