PART#,TX,PRICE
4010532,0,38.61
4010533,0,93.4
4010534,1,82.99
4010536,0,68.08
4010537,2,54.64
4010538,0,59.55
4010539,0,56.26
4010540,0,74.4
4010541,6,73.15
4010542,0,58.12
4010543,1,60.21
4010544,0,53.43
4010545,0,56.2
4010546,0,57.69
4010547,0,44
4010548,0,59.02
4010549,0,77.42
4010550,0,68.6
4010551,0,75.78
4010552,0,63.92
4010553,0,67.92
4010554,0,52.42
4010555,4,106.36
4010556,0,77.93
4010557,2,56.99
4010558,2,74.86
4010559,5,52.82
4010560,0,54.06
4010561,11,60.54
4010562,18,74.83
4010563,6,68.39
4010564,0,72.07
4010565,9,37.02
4010566,0,79.25
4010567,1,78.09
4010568,0,60.21
4010569,5,45.65
4010570,9,91.2
4010571,0,58.44
4010572,0,96.51
4010573,0,57.8
4010574,0,47.21
4010575,0,48.8
4010576,0,51.93
4010577,0,93.93
4010578,3,33.68
4010579,0,81.51
4010580,5,58.83
4010581,0,58.12
4010582,10,48.61
4010583,0,77.09
4010584,1,41.4
4010585,3,78.73
4010587,0,61.98
4010588,9,77.38
4010589,1,59.21
4010590,4,63.11
4010591,0,61.98
4010592,5,50.58
4010593,0,41.39
4010594,0,69.95
4010595,0,76.37
4010596,0,40.94
4010597,0,101.36
4010598,0,75.11
4010599,0,76.02
4010600,9,64.18
4010601,1,69.64
4010602,0,55.24
4010603,0,58.32
4010604,1,77.62
4010605,0,102.39
4010606,5,58.8
4010607,4,84.28
4010608,0,63.54
4010609,0,120.33
4010610,13,55.66
4010612,0,73.63
4010613,0,46.68
4010614,0,70.27
4010615,0,51.79
4010616,11,65.46
4010617,2,60.59
4010618,0,77.02
4010619,0,62.36
4010620,0,66.31
4010621,0,78.48
4010622,22,60.89
4010623,0,58.35
4010624,0,56.48
4010625,4,81.88
4010626,0,84.8
4010627,0,88.11
4010628,1,56.47
4010629,0,44.43
4010630,14,77.93
4010631,0,62
4010632,4,103.83
4010633,0,73
4010634,0,82.4
4010635,0,96.87
4010636,0,41.19
4010637,7,71.4
4010638,14,86.77
4010639,5,59.06
4010640,0,64.81
4010641,0,48.25
4010642,0,85.77
4010643,0,86.62
4010644,0,37.64
4010645,0,47.57
4010646,2,56.18
4010647,0,58.74
4010648,0,61.61
4010649,8,76.79
4010650,0,54.15
4010651,0,96.09
4010652,0,76.24
4010653,0,53.27
4010654,2,83.15
4010655,0,70.61
4010656,0,76.93
4010657,0,70.33
4010660,0,92.18
4010661,9,143.87
4010663,0,68.51
4010664,0,69.02
4010665,5,112.28
4010666,0,70.05
4010667,1,104.95
4010668,1,125.89
4010669,0,94.01
4010670,5,50.96
4010671,12,69.79
4010672,0,68.77
4010673,0,54.56
4010674,1,55.66
4010675,0,64.88
4010676,4,61.32
4010677,0,68.68
4010678,0,54.64
4010679,0,61.69
4010680,0,50.96
4010681,17,58.39
4010682,0,77.11
4010683,0,64.93
4010684,0,71.15
4010685,0,63.39
4010686,0,97.01
4010687,2,51.12
4010688,0,90.96
4010689,0,59.16
4010690,0,71.53
4010691,0,64.22
4010692,0,46.29
4010693,0,72.12
4010694,0,77.85
4010695,0,54.58
4010696,0,77.11
4010697,0,59.19
4010698,0,63.51
4010699,0,87.03
4010700,2,62.74
4010701,0,72.17
4010702,7,48.77
4010703,0,74.83
4010704,5,77.8
4010705,4,118.42
4010706,0,56.93
4010707,0,72.03
4010708,0,48.43
4010709,0,83.71
4010710,0,64.93
4010711,0,51.86
4010712,0,77.93
4010713,4,69.86
4010714,0,80.58
4010715,0,80.29
4010716,4,78.64
4010717,0,61.36
4010718,0,74.03
4010719,0,75.13
4010720,0,73.19
4010721,0,71.95
4010722,1,53.38
4010723,0,85.77
4010724,0,70.61
4010725,0,56.43
4010726,0,68.52
4010727,0,74.83
4010728,0,69.34
4010729,0,83.33
4010730,0,47.21
4010731,0,89.25
4010732,0,75.24
4010733,3,76.07
4010734,0,60.48
4010735,0,81.53
4010736,0,63.15
4010737,0,64.81
4010738,0,70.49
4010739,0,61.22
4010740,0,71.53
4010741,0,74.52
4010742,0,64.31
4010743,0,95
4010744,0,97.69
4010745,0,71.67
4010746,21,65.86
4010747,0,92.08
4010748,0,67.62
4010749,0,76.35
4010750,0,68.08
4010751,1,77.82
4010752,3,61.88
4010753,6,40.64
4010754,0,33.23
4010755,1,65.02
4010756,0,76.16
4010757,8,68
4010758,0,67.59
4010759,0,97.51
4010760,0,69.44
4010761,5,58.77
4010762,7,98.41
4010763,0,89.44
4010764,7,62.05
4010765,2,61.13
4010766,0,74.83
4010767,0,69.91
4010768,0,68.13
4010769,0,94.11
4010770,6,63.24
4010771,5,72.61
4010772,0,61.82
4010773,0,85.18
4010774,1,76.67
4010775,2,65.22
4010776,0,62.37
4010777,0,101.48
4010778,0,96.64
4010779,0,76.12
4010780,0,95.13
4010781,0,66.86
4010782,0,77.35
4010783,0,58.85
4010784,1,86.77
4010786,15,58.95
4010788,1,83.65
4010789,0,91.86
4010790,15,82.49
4010791,0,84.43
4010793,1,35.09
4010794,0,53.57
4010795,0,53.85
4010813,0,68.63
4010814,2,63.77
4010816,8,42.69
4010826,9,41.98
4010830,12,40.05
4010842,0,63.62
4010858,5,83.26
4010865,0,41.62
4010899,0,47.18
4010915,0,50.15
4010921,7,38.06
4010929,0,51.87
4010930,1,36.01
4010931,7,46.46
4010935,4,50.96
4010944,0,90.39
4010945,0,63.02
4010946,0,102.39
4010947,0,57.56
4010949,0,56.18
4010953,3,143.78
4010956,0,60.45
4010957,0,154.82
4010958,2,68.13
4010960,0,52.08
4010965,4,44.25
4010966,4,74.02
4010968,0,70.61
4010969,0,50.32
4010970,0,119.44
4010974,0,49.83
4010978,0,63.97
4010981,0,86.77
4010982,0,53.27
4010983,0,45.34
4010984,2,45.69
4010986,0,56.06
4010987,0,103.51
4010988,0,77.63
4010991,0,88.07
4010992,0,66.66
4010993,0,56.58
4010994,0,68.71
4010996,0,50.15
4010997,0,50.15
4010998,0,60.45
4011000,0,50.15
4011006,0,50.15
4011007,0,55
4011008,0,84.96
4011009,0,45.34
4011010,0,66.86
4011011,0,111.92
4011012,2,45.51
4011014,0,78.95
4011015,0,69.34
4011016,0,84.83
4011017,87,79.82
4011018,0,81.52
4011019,2,56
4011020,16,63.49
4011021,0,67.88
4011022,0,41.66
4011023,0,80.07
4011024,0,64.67
4011025,1,45.73
4011026,5,36.17
4011027,2,37.58
4011028,3,44.2
4011029,3,37.72
4011030,1,59.49
4011031,0,58.49
4011032,0,82.75
4011033,0,44.8
4011034,6,43.18
4011035,1,68.55
4011036,0,74.85
4011037,24,78.49
4011038,14,46.44
4011039,5,59.6
4011040,3,43.87
4011041,2,106.2
4011042,48,107.03
4011043,10,62.73
4011044,1,60.17
4011045,19,66.76
4011046,13,69.65
4011047,0,47.04
4011048,0,47.49
4011049,10,65.37
4011050,0,71.22
4011051,88,64.07
4011052,3,42.63
4011053,18,65.18
4011054,0,58.05
4011055,0,56.69
4011056,0,72.58
4011057,0,107.55
4011058,11,94.12
4011059,5,47.76
4011060,0,51.16
4011061,10,84.16
4011062,8,69.38
4011063,3,44.65
4011064,0,72.08
4011065,6,44.21
4011066,4,52.43
4011067,4,44.95
4011068,0,64.8
4011069,1,78.61
4011070,0,58.05
4011071,0,57.72
4011072,0,140.22
4011073,5,23.52
4011074,0,42.13
4011075,3,49.44
4011076,1,55.58
4011077,0,48.66
4011078,1,38.46
4011079,5,31.05
4011080,48,61.6
4011081,0,58.53
4011082,0,56.17
4011083,0,57.38
4011084,0,61.51
4011085,6,70.96
4011087,0,40.51
4011088,5,90.81
4011089,0,65.34
4011090,1,48.88
4011091,0,43.74
4011092,9,72.31
4011093,0,27.58
4011094,10,42.31
4011095,0,42.05
4011096,12,36.48
4011097,10,40.74
4011098,0,41.83
4011099,0,59.69
4011100,4,56.24
4011101,5,36.47
4011102,1,44.31
4011103,3,43.41
4011105,1,43.67
4011106,0,42.31
4011107,13,45.74
4011108,7,43.49
4011109,4,59.84
4011110,4,53.03
4011111,6,43.56
4011112,6,33.23
4011113,32,55.11
4011114,0,59.34
4011115,0,58
4011116,5,62.62
4011117,7,35.89
4011118,0,66.26
4011119,7,51.13
4011120,0,40.95
4011121,0,37.69
4011122,0,59.96
4011123,4,42.59
4011124,5,33.85
4011125,0,40.95
4011126,0,98.29
4011127,0,44.72
4011128,5,61.68
4011129,0,54.37
4011130,5,65.98
4011131,0,58.73
4011132,14,83.53
4011133,0,91.54
4011134,0,53.73
4011135,0,60.47
4011136,0,88.81
4011137,0,54.23
4011138,0,42.06
4011139,0,49.36
4011140,4,52.03
4011141,5,39.89
4011142,0,27.46
4011143,7,51.89
4011144,18,46.47
4011145,0,84.2
4011146,0,68.73
4011147,0,28.79
4011148,7,39.97
4011149,0,50.77
4011150,0,#N/A
4011151,0,#N/A
4011152,0,47.04
4011153,1,45.18
4011154,1,51.36
4011155,0,65.75
4011156,0,43.26
4011157,0,160.4
4011158,0,29.12
4011159,1,73.53
4011160,0,60.73
4011164,7,45.52
4011165,10,55.46
4011166,0,79.13
4011167,0,79.34
4011168,0,#N/A
4011169,10,70.36
4011171,0,18.43
4011173,0,40.24
4011175,6,63.58
4011176,0,95.69
4011177,0,#N/A
4011178,0,#N/A
4011179,0,#N/A
4011180,1,42.87
4011181,0,#N/A
4011182,0,#N/A
4011183,0,68.76
4011184,0,596.34
4011185,0,63.27
4011186,1,42.64
4011187,15,42.98
4011188,0,25.04
4011189,0,73.43
4011190,0,40.64
4011191,0,48.63
4011192,0,153.27
4011193,55,48.81
4011194,0,61.77
4011195,5,72.02
4011196,13,45.51
4011197,0,28.49
4011198,4,44.8
4011199,0,65.02
4011200,21,85.89
4011201,0,111.64
4011203,0,44.15
4011204,0,50.89
4011205,0,54.73
4011206,0,43.42
4011207,0,42.05
4011208,1,34.54
4011209,7,44.68
4011210,0,36.04
4011211,7,40.01
4011212,9,42.58
4011213,4,38.63
4011214,20,35.07
4011215,0,47.99
4011216,0,44.76
4011217,8,34.6
4011218,4,37.34
4011219,8,39.23
4011220,0,40.69
4011221,3,40.02
4011222,3,39.23
4011223,1,39.23
4011224,1,40.67
4011225,0,41.19
4011226,7,39.34
4011227,52,55.29
4011228,0,77.38
4011229,0,74.83
4011230,0,50.96
4011231,9,43.76
4011232,0,78.92
4011233,0,71.54
4011234,0,94.02
4011235,0,89.39
4011236,0,82.38
4011237,0,72.01
4011238,0,55.26
4011239,2,40.29
4011241,0,69.73
4011244,2,33.35
4011245,7,27.05
4011246,4,45.8
4011247,8,61.88
4011248,3,63.2
4011249,0,#N/A
4011250,2,46.06
4011252,0,48.23
4011253,0,48.23
4011254,0,#N/A
4011255,0,116.68
4011256,0,60.64
4011257,0,59.69
4011263,8,44.88
4011264,4,57.87
4011265,0,#N/A
4011266,0,66.4
4011267,0,58.19
4011268,0,94.25
4011269,9,61.54
4011273,0,#N/A
4011274,0,173.14
4011275,0,#N/A
4011276,0,53.42
4011277,0,55.26
4011278,1,75.48
4011279,0,102.68
4011280,0,77.48
4011281,0,104.22
4011282,0,#N/A
4011283,0,#N/A
4011284,5,90.32
4011285,0,54.83
4011286,0,49.91
4011287,0,#N/A
4011288,0,102.87
4011289,0,131.98
4011290,0,#N/A
4011291,0,68.63
4011292,0,57.09
4011293,20,43.47
4011294,0,596.02
4011295,0,#N/A
4011296,0,64.31
4011298,6,73.79
4011299,0,60.85
4011300,0,50.15
4011301,0,47.26
4011302,0,96.64
4011303,5,92.04
4011304,4,97.77
4011305,0,46.85
4011306,0,53.62
4011308,0,101.63
4011309,6,76.22
4011310,0,101.63
4011311,0,101.63
4011312,4,106.32
4011313,1,61.44
4011314,0,78.52
4011315,0,72.07
4011316,0,58.65
4011317,0,73.31
4011318,0,40.69
4011319,0,31.36
4011320,0,109.02
4011322,10,76.49
4011323,0,64.8
4011324,0,79.6
4011325,0,44.15
4011326,2,53.94
4011327,0,38.85
4011328,5,73.69
4011329,0,57
4011330,3,72.25
4011331,0,85.74
4011332,0,34.13
4011333,0,71.48
4011334,0,34.72
4011335,0,40.37
4011336,0,62.06
4011337,0,46.44
4011338,0,48.59
4011339,0,68.92
4011340,4,42.06
4011343,1,81.02
4011348,5,51.61
4011349,0,76.22
4011350,0,71.53
4011351,0,50.22
4011352,0,84.25
4011353,0,95.37
4011354,0,72.92
4011355,8,72.01
4011356,0,78.14
4011357,0,73.04
4011358,0,35.42
4011359,0,39.03
4011360,5,45.29
4011361,30,74.58
4011364,4,46.6
4011365,0,56.07
4011366,0,29.39
4011368,1,50.97
4011369,0,81.76
4011370,0,57.21
4011371,0,67.99
4011372,17,63.33
4011373,0,94.11
4011374,4,75.26
4011375,0,53.89
4011376,0,71.6
4011377,0,61.99
4011378,0,73.89
4011379,0,101.38
4011380,0,81.18
4011381,5,68.63
4011383,3,64.18
4011384,4,30.8
4011385,2,51.31
4011386,0,68.56
4011387,0,85.29
4011388,0,51.68
4011389,0,60.25
4011390,0,60.62
4011391,0,67.62
4011392,0,64.51
4011393,0,64.51
4011394,0,55.68
4011395,0,50.45
4011396,0,70.44
4011397,0,86.71
4011398,4,43.35
4011399,0,99.96
4011400,0,53.12
4011401,3,75.53
4011402,0,64.51
4011403,1,41.09
4011404,0,63.4
4011405,0,76.03
4011406,0,44.27
4011407,20,72.25
4011408,5,87.2
4011409,0,47.51
4011410,0,58.17
4011411,0,86.27
4011412,0,51.41
4011413,0,46
4011414,0,108.83
4011415,0,107.67
4011416,0,108.83
4011417,0,70.19
4011418,0,98.61
4011419,0,70.38
4011420,2,76.82
4011421,0,61.31
4011423,7,45.94
4011424,0,42.2
4011425,0,67.05
4011426,0,47.34
4011428,0,63.17
4011429,0,126.92
4011432,0,62.44
4011433,4,62.44
4011434,2,90.27
4011435,0,71.69
4011437,0,82.69
4011438,0,33.31
4011439,0,69.35
4011440,0,76.51
4011442,0,68.51
4011443,0,68.51
4011444,0,68.63
4011445,1,59.81
4011446,0,80.35
4011447,0,75.12
4011449,0,65.89
4011450,0,77.02
4011451,0,75.08
4011452,0,32.34
4011453,0,49.07
4011454,0,95.2
4011455,21,68.46
4011456,2,47.36
4011457,0,51.16
4011458,0,45.88
4011459,0,86.15
4011460,0,60.39
4011462,0,54.33
4011463,0,54.42
4011464,0,79.34
4011465,0,78.08
4011466,0,52.75
4011467,0,54.38
4011468,0,52.75
4011469,0,62.94
4011470,0,98.02
4011471,1,67.43
4011472,0,86.99
4011473,0,54.79
4011474,0,56.13
4011476,0,51.47
4011477,0,44.63
4011478,0,102.19
4011479,0,96.64
4011480,0,75.31
4011482,0,74.09
4011483,0,47.14
4011485,0,81.31
4011486,2,91.92
4011487,0,55.26
4011489,0,73.6
4011491,0,49.82
4011492,1,138.27
4011493,0,43.03
4011494,0,36.38
4011495,0,70.52
4011496,0,80.88
4011497,0,92.01
4011498,0,45.54
4011500,0,39.86
4011502,0,62.52
4011503,0,60.78
4011504,0,60.24
4011505,1,63.4
4011506,0,69.49
4011507,0,56.17
4011508,0,43.27
4011510,0,67.71
4011511,0,61.27
4011512,0,74.83
4011513,0,53.91
4011515,0,70.52
4011516,0,74.83
4011517,0,60.33
4011518,0,81.04
4011519,0,64.38
4011520,0,39.98
4011522,0,65.4
4011523,0,60.21
4011524,0,61.96
4011525,0,38.03
4011526,0,79.94
4011529,0,54.49
4011531,0,74.83
4011533,0,62.96
4011534,0,48.97
4011535,0,90.4
4011545,0,52.92
4011546,4,48.28
4011552,0,46.44
4011553,0,83.42
4011554,3,69.36
4011555,4,74.04
4011557,1,49.96
4011558,0,49.96
4011567,0,56.94
4011581,0,60.69
4011584,0,53.75
4011591,1,35.38
4011593,0,76.09
4011594,7,56.06
4011595,0,63.87
4011597,0,47.08
4011601,0,63.57
4011604,0,67.12
4011606,0,47.15
4011612,0,37.57
4011614,0,58.34
4011615,0,79.04
4011616,0,67.09
4011617,0,54.36
4011618,0,61.68
4011619,0,47.6
4011620,0,86.79
4011621,1,36.82
4011622,0,40.11
4011623,0,56.47
4017001,193,29.42
4017002,261,33.67
4017003,19,40.22
4017004,10,40.22
4017005,17,41.77
4017006,106,33.62
4017007,24,36.48
4017008,35,29.42
4017009,122,28.46
4017010,0,43.32
4017011,21,33.36
4017012,102,20.62
4017013,29,37.18
4017014,23,46.73
4017015,38,33.62
4017016,90,29.42
4017017,11,41.95
4017018,0,19.15
4017019,0,19.15
4017020,0,19.15
4017021,47,19.15
4017022,0,19.15
4017023,0,43.59
4017025,138,40.22
4017026,9,45.8
4017027,11,55.02
4017028,7,43.8
4017029,0,50.21
4017030,0,38.33
4017031,0,29.98
4017032,0,39.78
4017033,0,28.44
4017034,4,39.97
4017035,0,41.22
4017036,0,37.74
4017037,0,41.58
4017038,0,28.37
4017039,0,31.53
4017040,0,37.12
4017041,0,40.86
4017042,0,37.12
4017043,3,29.83
4017044,1,34.48
4017045,3,28.67
4017046,3,37.85
4017047,0,29.98
4017048,0,39.97
4017049,5,33.2
4017050,2,31.62
4017051,11,31.53
4017052,6,32.98
4017053,3,28.55
4017054,1,35.35
4017055,0,27.35
4017056,0,40.38
4017057,0,34.63
4017058,0,39.16
4017059,10,33.09
4017060,11,42.81
4017061,2,30
4017062,0,33.62
4017063,8,34.36
4017064,6,60.21
4017065,2,30
4017066,0,57.78
4017067,1,33.33
4017068,5,27.08
4017069,0,28.74
4017070,8,30.23
4017071,0,53.49
4017072,1,33.33
4017073,0,36.64
4017076,2,34.88
4017077,0,34.99
4017078,0,39.38
4017079,0,34.99
4017080,0,34.99
4017081,60,44.45
4017082,0,33.62
4017083,0,42.44
4017084,2,36.81
4017085,6,33.33
4017086,10,34.94
4017087,0,#N/A
4017088,154,31.11
4017089,13,31.11
4017090,0,31.11
4017091,0,31.11
4017092,49,31.11
4017093,12,25.11
4017094,17,48.92
4017095,63,42.23
4017096,0,36.68
4017097,0,23.33
4017098,12,34.89
4017099,26,46.65
4017100,0,39.93
4017101,21,47.02
4017103,2,33.58
4017104,4,33.88
4017105,0,43.98
4017106,13,39.6
4017107,5,34.89
4017108,0,36.64
4017109,1,39.6
4017110,0,40.24
4017111,10,49.08
4017112,2,28.08
4017113,2,42.67
4017114,1,39.6
4017115,20,38.02
4017116,0,36.64
4017117,4,35.17
4017118,13,30.17
4017119,2,31.75
4017120,2,31.27
4017121,37,31.67
4017122,2,37.98
4017123,3,26.92
4017124,0,37.56
4017125,0,48.92
4017126,0,36.41
4017127,0,44.72
4017128,3,23.81
4017129,4,23.81
4017130,0,31.75
4017131,0,30.14
4017132,1,48.92
4017133,0,34.14
4017134,22,36.68
4017135,0,43.84
4017136,2,25.58
4017137,2,25.58
4017138,2,24.45
4017139,0,36.68
4017140,0,36.68
4017141,70,33.47
4017142,8,33.47
4017143,13,48.92
4017144,20,48.92
4017145,0,48.38
4017146,0,32.02
4017147,31,46.54
4017148,11,51.17
4017149,0,48.92
4017150,0,43.84
4017151,4,34.94
4017152,3,34.94
4017153,6,30.63
4017154,11,41.58
4017155,1,34.94
4017156,3,34.94
4017157,19,25.35
4017158,1,35.05
4017159,1,35.05
4017160,0,47.07
4017161,0,47.07
4017162,0,45.06
4017163,0,45.06
4017164,11,34.89
4017165,16,47.02
4017166,4,38.38
4017167,4,36.55
4017168,0,53.23
4017169,0,49.08
4017170,0,36.68
4017171,1,45.14
4017172,6,55.44
4017173,9,53.65
4017174,7,36.89
4017175,12,50.2
4017176,1,34.94
4017177,3,34.94
4017178,0,43.36
4017179,0,26.26
4017180,0,36.68
4017181,4,29.09
4017182,35,35.08
4017183,12,33.41
4017184,0,36.68
4017185,1,34.94
4017186,0,34.14
4017187,0,34.91
4017188,0,45.8
4017189,5,26.92
4017190,0,36.68
4017191,2,33.33
4017192,10,34.88
4017193,0,39.93
4017194,2,30.33
4017195,22,49.08
4017196,0,40.24
4017197,3,55.44
4017198,0,43.58
4017199,0,45.52
4017200,3,36.68
4017201,18,34.94
4017202,3,28.04
4017203,0,28.04
4017204,28,34.19
4017205,13,44.42
4017206,11,35.22
4017207,0,32.63
4017208,0,36.69
4017209,14,36.63
4017210,9,27.46
4017211,0,33.62
4017212,14,32.02
4017213,36,48.85
4017214,9,34.94
4017215,24,50.95
4017216,1,34.94
4017217,8,35.01
4017218,0,73.05
4017219,0,34.99
4017220,5,32.27
4017221,54,45.18
4017222,2,39.6
4017223,10,34.27
4017224,0,35.99
4017225,3,34.94
4017226,1,34.94
4017227,1,34.94
4017228,6,32.52
4017229,8,31.75
4017230,0,42.03
4017231,0,33.33
4017232,5,34.99
4017233,0,38.02
4017234,2,32.35
4017235,0,34.84
4017236,15,51.74
4017237,9,44.12
4017238,0,34.07
4017239,8,49.17
4017240,0,35.33
4017241,2,36.28
4017242,11,35.68
4017243,5,52.25
4017244,0,44.91
4017245,0,51.16
4017246,2,19.34
4017247,0,#N/A
4017248,0,33.65
4017249,3,41.53
4017250,0,28.4
4017253,1,34.94
4017254,2,38.28
4017255,1,36.46
4017256,0,38.28
4017257,4,33.58
4017258,1,39.6
4017259,0,36.68
4017260,0,36.68
4017261,0,33.62
4017262,2,32.02
4017263,0,69.29
4017264,0,33.62
4017265,0,34.56
4017266,2,32.02
4017267,0,33.62
4017268,0,42.94
4017269,0,30.06
4017270,21,30.08
4017271,11,30.23
4017272,0,40.64
4017273,8,26.19
4017274,33,31.75
4017275,9,30.23
4017276,0,33.62
4017277,0,18.2
4017278,0,33.62
4017279,2,32.02
4017280,1,49.78
4017281,0,48.8
4017282,0,44.83
4017283,0,39.95
4017284,1,31.75
4017285,5,38.78
4017286,0,33.62
4017287,2,34.94
4017288,10,34.94
4017289,10,23.61
4017290,19,42.23
4017291,0,36.68
4017292,2,34.94
4017293,16,27.83
4017294,1,29.4
4017295,0,38.96
4017296,1,41.17
4017297,1,34.14
4017298,7,30.63
4017299,13,25.4
4017300,1,22.67
4017301,0,36.68
4017302,0,25.28
4017303,0,33.62
4017305,5,25.54
4017306,0,33.34
4017307,13,35.92
4017308,0,26.94
4017309,2,49.08
4017310,11,41.17
4017311,2,21.85
4017312,0,20.58
4017313,0,22.69
4017314,5,48.92
4017315,12,23.02
4017316,20,25.35
4017317,5,25.35
4017318,5,36.09
4017319,0,29.15
4017320,0,30.86
4017321,2,34.94
4017322,0,28.17
4017323,0,28.17
4017324,0,28.17
4017325,0,28.17
4017326,0,35.48
4017327,0,34.99
4017328,4,34.94
4017329,8,48.92
4017330,0,36.68
4017331,7,35.01
4017332,2,27.48
4017333,2,31.77
4017334,4,33.62
4017335,15,32.54
4017336,5,48.92
4017337,2,26.53
4017338,3,36.19
4017339,0,44.87
4017341,0,44.03
4017342,0,82.14
4017343,14,46.59
4017344,0,49.29
4017345,2,31.39
4017355,3,56.95
4017356,16,77.44
4017357,0,18.92
4017358,0,46.11
4017366,1,27.04
4017368,2,26.4
4017369,0,90.99
4017370,1,85.15
4017371,0,114.99
4017372,17,81.67
4017373,0,54.12
4017374,25,36.63
4017375,19,36.13
4017376,0,35.12
4017377,6,82.14
4017378,0,56.87
4017379,6,15.41
4017380,0,33.65
4017381,28,37.83
4017382,25,59.8
4017383,1,36.97
4017384,2,28.47
4017385,6,59.33
4017386,0,40.62
4017388,0,60.75
4017390,3,36.35
4017391,0,49.29
4017392,0,36.97
4017393,0,36.97
4017394,1,56.12
4017395,4,36.98
4017396,0,40.4
4017397,0,36.97
4017398,0,46.58
4017399,0,20.69
4017400,0,46.58
4020088,1,11.17
4020089,9,9.08
4020090,5,12.62
4020095,0,20.17
4020096,19,8.34
4020098,2,12.78
4020099,0,35.51
4020100,46,18.73
4020101,30,18.73
4020102,0,51.74
4020103,0,22.74
4020104,13,28.79
4020105,0,16.59
4020106,9,10.81
4020107,5,13.02
4020108,3,10.81
4020109,2,10
4020110,9,30.94
4020111,0,15.13
4020112,0,13.59
4020113,0,15.13
4020114,85,15.13
4020115,0,14.68
4020116,0,19.71
4020117,5,10.81
4020118,0,46.24
4020119,0,29.09
4020120,6,11.14
4020121,0,17.43
4020122,16,15.83
4020123,9,22.09
4020124,0,15.13
4020125,0,14.92
4020126,7,19.89
4020127,0,18.26
4020128,20,17.19
4020129,1,15.13
4020130,6,15.13
4020131,0,19.49
4020132,0,16.28
4020133,6,26.18
4020134,0,39.38
4020135,9,25.65
4020136,1,12.85
4020137,6,43.66
4020138,4,26.26
4020139,1,15.72
4020140,0,15.23
4020141,5,45.34
4020142,0,30.48
4020143,4,58.78
4020144,0,13.28
4020146,4,20.22
4020147,0,16.33
4020148,9,36.41
4020149,4,12.62
4020150,0,44.59
4020151,4,21.07
4020152,0,12.65
4020153,13,26.69
4020154,5,16.12
4020155,11,33.99
4020156,5,20.19
4020157,8,17.62
4020159,12,16.96
4020160,1,35.98
4020161,4,28.26
4020162,21,28.37
4020163,5,12.95
4020164,0,#N/A
4020165,2,11.63
4020166,0,15.74
4020167,4,15.28
4020168,0,25.74
4020169,5,12.95
4020170,3,13.76
4020171,5,10.81
4020172,0,31.99
4020173,0,#N/A
4020174,2,15.66
4020175,0,10.51
4020176,0,#N/A
4020177,0,#N/A
4020178,1,12.73
4020179,0,11.35
4020180,0,#N/A
4020181,0,#N/A
4020182,0,29.18
4020183,0,#N/A
4020185,2,13
4020186,3,35.98
4020187,6,16.34
4020188,0,15.44
4020190,6,21.98
4020191,0,12.24
4020192,6,13.76
4020194,4,34.84
4020195,0,19.76
4020196,0,25.74
4020197,5,31.12
4020198,0,26.31
4020199,7,23.68
4020200,3,25.76
4020201,8,12.45
4020202,6,12.95
4020203,0,14.01
4020204,22,13.07
4020205,26,14.05
4020206,5,10.48
4020207,0,13.02
4020208,5,29.33
4020209,1,35.52
4020210,13,38.01
4020211,2,12.62
4020212,3,13.69
4020213,17,10.22
4020214,0,14.75
4020215,0,15.13
4020216,5,11.4
4020217,23,16.28
4020218,0,64.05
4020219,5,32.11
4020220,3,11.99
4020221,0,13.55
4020222,0,12.85
4020223,1,21.38
4020224,0,13.59
4020225,0,12.21
4020226,0,34.54
4020227,0,11.95
4020228,2,11.95
4020229,0,58.61
4020230,8,42.4
4020231,0,55.55
4020232,0,23.37
4020233,0,17.67
4020234,2,16.86
4020235,5,17.48
4020236,0,18.66
4020237,3,15.98
4020238,0,14.05
4020239,0,17.43
4020240,103,27.41
4020241,32,16.66
4020242,0,15.13
4020243,5,24.21
4020244,6,10.65
4020245,3,12.28
4020246,2,15.72
4020247,4,12.77
4020248,3,20.29
4020249,1,12.17
4020250,6,25.23
4020251,2,10.11
4020252,0,26.39
4020253,2,31.86
4020254,2,19.51
4020255,0,8.43
4020256,0,17.89
4020257,0,#N/A
4020258,4,17.69
4020259,2,33.04
4020260,2,33.47
4020261,3,20.84
4020262,1,12.31
4020263,0,16.57
4020264,0,13.25
4020265,0,22.79
4020266,5,21.02
4020267,5,24.47
4020268,5,13.27
4020269,7,14.85
4020270,0,13.91
4020271,1,17.35
4020272,0,25.12
4020274,4,39.8
4020275,2,41.86
4020276,0,38.8
4020277,5,14.61
4020278,0,38.8
4020279,0,#N/A
4020280,0,#N/A
4020281,0,12.12
4020282,2,33.96
4020283,0,19.17
4020285,4,9.18
4020289,8,9.09
4020291,0,15.09
4020292,0,11.35
4020300,5,14.26
4020301,8,23
4020302,0,18.35
4020303,0,15.12
4020304,6,26.22
4020305,0,14.05
4020306,2,10.81
4020307,0,14.05
4020308,1,42.36
4020309,4,14.26
4020310,3,18.21
4020311,0,62.71
4020312,8,11.93
4020313,3,21.77
4020314,0,11.95
4020315,0,19.39
4020316,2,27.67
4020317,0,17.43
4020318,0,19.97
4020319,1,14.78
4020320,3,25.07
4020321,0,17.43
4020322,0,17.67
4020323,0,17.19
4020324,3,17.19
4020325,0,22.86
4020326,0,19.58
4020327,0,14.78
4020328,0,13.41
4020329,0,25.65
4020330,0,18.58
