PART#,TX,PRICE
4020331,0,34.68
4020332,0,14
4020333,0,26.58
4020334,0,35.19
4020335,2,19.26
4020336,4,23.47
4020337,0,22.86
4020338,0,22.74
4020339,3,21.13
4020340,0,25.25
4020341,0,34.22
4020343,2,25.2
4020344,0,92.41
4020346,0,26.24
4020347,17,30.06
4020348,1,12.32
4020349,0,16.28
4020351,1,12.28
4020352,0,9.08
4020354,0,23.37
4020358,0,16.63
4020359,0,26.31
4020360,0,10.51
4020362,0,17.55
4020363,5,7.72
4020366,0,12.47
4020368,0,30.23
4020369,0,22.67
4020370,0,22.07
4020371,0,16.15
4020372,0,12.12
4020373,0,30.23
4020374,0,21
4020375,0,22.71
4020378,0,22.12
4020379,0,21.53
4020380,0,12.21
4020382,0,10.33
4020383,0,28.64
4020384,0,46.25
4020385,0,25.56
4020386,0,13.35
4020388,20,8.84
4020389,0,19.24
4020390,0,20.85
4020391,0,15.65
4020398,0,17.22
4020500,10,19.88
4020501,0,30.68
4020502,0,17.67
4020503,0,58.61
4020504,0,14.44
4020505,0,17.67
4020506,0,#N/A
4020507,1,39.42
4020508,5,46.76
4020509,0,20.85
4020510,5,17.67
4020511,0,16.59
4020512,0,#N/A
4020513,0,14.48
4020514,0,#N/A
4020515,4,12.11
4020516,1,40.47
4020517,0,#N/A
4020518,1,12.62
4020519,0,27.27
4020520,0,17.67
4020521,1,54.48
4020522,0,28.37
4020523,0,28.31
4020525,0,14.09
4020526,16,28.05
4020527,0,65.46
4020528,0,19.88
4020529,0,19.69
4030000,1,14.09
4030001,3,10.2
4030002,0,20.22
4030003,0,18.26
4030004,7,13.17
4030005,0,15.31
4030006,0,13.64
4030007,0,18.64
4030008,0,14.72
4030009,0,16.21
4030011,0,18.91
4030012,0,18.43
4030013,1,12.92
4030014,0,15.29
4030015,4,12.91
4030016,0,18.57
4030017,0,11.78
4030018,0,12.86
4030019,5,28.92
4030020,0,21.51
4030021,0,28.69
4030022,2,13.34
4030023,0,19.49
4030024,37,14.51
4030025,1,14.27
4030026,3,14.16
4030027,0,12.08
4030028,1,12.92
4030029,0,16.89
4030030,0,22.68
4030031,0,14.23
4030035,2,13.77
4030036,6,15.74
4030037,0,15.88
4030038,18,17.25
4030039,2,12.98
4030040,0,17.25
4030041,0,12.65
4030043,2,10.93
4030044,0,#N/A
4030045,5,12.07
4030046,0,18.43
4030047,0,17.01
4030048,0,17.01
4030049,11,17.01
4030050,2,13.13
4030053,12,16.21
4030054,0,14.62
4030055,8,23.19
4030056,1,23.65
4030057,0,18.71
4030059,0,12.25
4030060,0,15.6
4030061,0,51.63
4030062,0,13.74
4030063,0,13.14
4030064,2,15.37
4030065,0,17.35
4030066,0,10.91
4030067,0,23.24
4030068,0,15.65
4030069,6,11.44
4030070,0,10.56
4030071,0,17.55
4030072,0,17.33
4030073,0,14.86
4030074,0,23.19
4030075,0,11.04
4030076,1,30.23
4030077,0,#N/A
4030078,0,69.02
4030079,6,12.72
4030080,0,11.79
4030081,0,23.19
4030082,0,#N/A
4030083,2,14.92
4030084,0,23.11
4030085,11,16.72
4030086,0,17.69
4030087,0,24.24
4030088,0,23.19
4030089,0,16.56
4030090,0,14.54
4030091,4,16.27
4030092,0,#N/A
4030093,0,18.46
4030094,0,27.78
4030095,0,20.99
4030096,1,18.39
4030097,0,24.85
4030099,4,22.15
4030100,0,27.83
4030101,0,23.11
4030102,0,23.4
4030103,0,17.69
4030104,0,24.13
4030106,0,14.17
4030107,2,13.29
4030110,2,12.47
4030112,0,18.74
4030113,3,16.8
4030114,1,16.91
4030115,1,34.02
4030116,1,12.52
4030117,0,#N/A
4030122,0,25.15
4030126,0,25.17
4030129,0,44.26
4030131,0,15.44
4030133,0,12.92
4030134,0,16.97
4030135,4,17.01
4030136,8,18.27
4030137,0,18.23
4030138,0,17.49
4030139,0,#N/A
4030140,0,17.4
4030141,0,13.53
4030142,0,18.19
4030143,0,10.67
4030144,0,#N/A
4030145,0,#N/A
4030146,27,14.54
4030147,0,#N/A
4030148,0,#N/A
4030149,0,12.73
4030150,0,10
4030151,0,11.35
4030152,0,10.81
4030153,3,10.42
4030154,0,10.99
4030155,8,15.03
4030156,4,14.28
4030157,2,10.08
4030158,0,10.81
4030159,0,18.89
4030160,54,12.26
4030161,0,14.96
4030162,0,10.13
4030164,18,28.18
4030165,1,38.77
4030166,0,23.65
4030167,0,14.86
4030169,0,11.57
4030170,0,20.96
4030171,0,#N/A
4030172,0,21.05
4030173,0,16.17
4030174,6,19.36
4030175,3,13.05
4030176,2,13.37
4030177,0,16.97
4030178,0,13.8
4030180,0,18.39
4030181,0,15.93
4030182,0,29.84
4030183,8,16.05
4030184,2,13.81
4030185,0,16.17
4030186,0,17.01
4030187,4,16.95
4030189,31,15.03
4030191,0,24.46
4030192,1,15.55
4030193,0,29.14
4030194,0,23.19
4030195,23,18.12
4030196,0,18.61
4030197,19,17.8
4030198,0,17.12
4030199,12,21.67
4030200,0,38.37
4030201,0,17.34
4030203,0,17.11
4030204,0,15.61
4030205,15,18.24
4030206,3,20.49
4030207,3,16.75
4030208,0,14.45
4030209,231,14.45
4030210,6,14.74
4030211,0,15.32
4030212,3,14.54
4030213,0,14.45
4030214,1,14.45
4030215,0,16.58
4030216,0,13.91
4030217,0,20.18
4030218,0,17.67
4030219,0,15.32
4030220,0,14.6
4030221,0,15.32
4030222,141,15.19
4030223,0,15.27
4030224,0,14.45
4030225,9,17.34
4030226,0,17.34
4030227,2,15.27
4030228,1,10.55
4030229,0,15.48
4030230,13,13.29
4030231,0,15.82
4030232,0,18.24
4030233,0,14.23
4030234,0,23.8
4030235,0,21.44
4030236,0,#N/A
4030237,0,15.61
4030238,0,15.99
4030239,0,23.8
4030240,13,16.42
4030241,0,23.51
4030242,0,23.8
4030243,73,18.24
4030244,0,24
4030245,25,23.11
4030246,0,23.11
4030247,0,15.19
4030249,0,17.33
4030250,32,17.67
4030251,5,15.32
4030252,0,23.11
4030253,0,17.34
4030254,0,16.51
4030255,0,18.24
4030256,0,#N/A
4030257,0,#N/A
4030258,1,13.03
4030259,0,13.68
4030260,0,11.15
4030261,1,13.06
4030262,0,#N/A
4030263,2,13.09
4030264,1,12.79
4030265,0,10.69
4030266,0,#N/A
4030267,0,15.19
4030268,15,17.67
4030269,3,13.03
4030270,0,#N/A
4030271,0,#N/A
4030272,0,15.32
4030273,0,15.32
4030274,3,23.11
4030276,0,#N/A
4030277,0,#N/A
4030279,8,10.94
4030280,0,#N/A
4030282,0,11.89
4030286,0,23.25
4030287,0,25.22
4030288,0,17.46
4030289,0,17.39
4030290,3,19.84
4030291,0,15.97
4030292,0,68.15
4030295,2,16.51
4030297,0,33.34
4030298,0,19.72
4030300,0,#N/A
4030303,0,10.39
4030304,0,#N/A
4030305,1,11.26
4030306,2,16.63
4030308,1,17.28
4030309,0,128.76
4030310,1,12.52
4030313,0,47.36
4030316,2,12.75
4030318,0,#N/A
4030320,0,52.86
4030321,0,25.72
4030323,0,16.38
4030324,0,10.45
4030326,0,#N/A
4030327,1,12.56
4030328,0,23.96
4030330,2,19.88
4030331,3,14.72
4030332,0,16.89
4030333,2,43.39
4030334,3,12.55
4030335,0,33.56
4030336,44,47.84
4032001,0,119.24
4032002,0,119.24
4032003,0,134.12
4032004,0,135.41
4032005,4,141.52
4032008,0,128.91
4032009,0,128.91
4032010,0,129.77
4032012,0,154.02
4032013,0,154.02
4032014,0,154.02
4032015,1,115.52
4032016,0,154.32
4032017,0,154.02
4032018,0,173.02
4032019,0,165.97
4032020,0,125.12
4032021,0,125.12
4032022,0,129.24
4032023,21,124.47
4032024,0,167.12
4032026,0,166.82
4032027,0,165.97
4032028,0,#N/A
4032030,2,194.65
4032031,0,144
4032032,9,183.41
4032034,0,165.97
4032036,0,130.98
4032037,0,182.98
4032038,0,135.72
4032039,0,117.75
4032040,5,112.14
4032080,0,213.11
4032081,0,213.11
4040100,5,19.67
4040101,2,10.02
4040102,5,14.03
4040103,6,17.89
4040104,5,13.08
4040105,7,16.05
4040106,4,21.62
4040107,3,8.89
4040108,4,19.54
4040109,8,19.54
4040110,7,10.79
4040111,12,7.4
4040112,11,7.37
4040113,4,15.12
4040114,9,10.48
4040115,6,12.79
4040116,1,9.09
4040117,0,20.46
4040118,2,16.87
4040119,5,21.62
4040120,3,12.01
4040121,3,18.13
4040122,1,14.63
4040123,1,14.86
4040124,0,20.31
4040125,6,11.01
4040126,9,10.01
4040127,4,17.89
4040128,1,9.48
4040129,4,14.51
4040130,4,18.19
4040131,0,20.31
4040132,2,11.22
4040200,3,15.94
4040201,1,17.12
4040202,2,13.97
4040203,1,20.23
4040204,0,26.57
4040205,4,6.17
4040206,0,16.85
4040207,0,20.76
4040208,7,23.42
4040209,0,19.96
4040210,4,18.11
4040211,0,12.17
4040212,6,23.42
4040213,3,7.97
4040214,6,13.37
4040215,3,16.05
4040216,12,21.06
4040217,5,7.82
4040218,6,13.83
4040219,4,13.81
4040220,4,8.72
4040221,1,12.05
4040222,1,18.45
4040223,6,7.52
4040224,1,14.93
4040225,4,8.74
4040226,1,25.06
4040227,0,15.78
4040228,0,29.22
4040229,7,13.81
4040230,3,8.61
4040231,3,9.08
4040232,5,8.78
4040233,0,17.32
4040234,0,21.88
4040235,5,17.65
4040236,4,6.37
4040237,4,9.32
4040238,2,9.59
4040239,5,12.41
4040300,7,13.29
4040301,5,13.8
4040302,5,12.33
4040303,6,14.33
4040304,6,9.37
4040305,6,25.13
4040306,1,7.6
4040307,3,19.23
4040308,3,5.58
4040309,2,11.83
4040310,0,15.12
4040311,3,22.65
4040312,4,7.82
4040313,1,8.51
4040315,5,13.97
4040316,2,17.29
4040317,3,13.37
4040318,9,8.51
4040319,3,15.58
4040320,4,7.64
4040321,7,14.52
4040322,9,9.27
4040323,6,10.62
4040324,6,14.62
4040325,4,8.51
4040326,0,15
4040327,0,10.25
4040328,3,7.79
4040329,4,16.79
4040330,0,6.04
4040331,6,19.03
4040332,3,8.51
4040333,4,16.32
4040334,4,8.34
4040335,5,13.32
4040336,2,10.8
4040337,12,18.84
4040338,0,27.03
4040339,0,18.11
4040340,9,30.61
4040341,9,12.99
4040342,5,7.61
4040343,3,9.67
4040344,8,49.82
4040345,0,10.75
4040346,0,16.09
4040347,0,16.55
4040348,0,18.94
4040349,0,14.27
4040350,4,11.47
4040351,0,18.29
4040352,0,16.85
4040353,0,24.39
4040354,4,10.04
4040355,3,9.22
4040356,3,38.49
4040357,4,16.94
4040358,2,16.52
4040359,0,16.53
4040400,4,21.62
4040401,0,14.36
4040402,4,15.39
4040403,5,7.53
4040404,2,10.23
4040405,6,20.23
4040406,6,25.38
4040407,5,13.86
4040408,3,14.67
4040409,3,33.22
4040410,2,13.06
4040411,2,28.12
4040412,3,29.69
4040413,3,16.19
4040414,3,12.56
4040415,0,21.53
4040416,1,31.25
4040417,6,11.12
4040418,0,18.41
4040419,0,17.56
4040420,8,23.42
4040421,5,25.93
4040422,0,24.39
4040423,4,19.27
4040424,3,25.65
4040425,5,23.73
4040426,3,9.16
4040427,0,21.63
4040428,5,50.14
4040429,0,12.04
4040430,3,8.23
4040431,3,24.52
4040432,0,25.38
4040433,0,22.52
4040434,10,13.37
4040435,3,10
4040436,4,14.25
4040437,3,8.51
4040438,3,21.87
4040439,1,10.52
4040440,5,15.14
4040441,2,13.18
4040442,2,8.53
4040443,0,26.77
4040444,3,14.71
4040445,1,11.02
4040446,3,7.64
4040447,4,6.87
4040448,6,18.52
4040449,0,16.33
4040450,0,18.48
4040451,1,18.06
4040452,0,21.02
4040453,6,8.51
4040454,1,12.93
4040455,3,7.99
4040456,2,32.11
4040457,3,14.75
4040458,5,14.19
4040459,0,12.28
4040460,4,30.61
4040461,1,16.77
4040462,0,13
4040463,0,23.42
4040464,2,21.38
4040465,0,21.21
4040466,0,19.03
4040467,6,6.98
4040468,0,22.47
4040469,6,20.32
4040470,6,24.39
4040471,8,13.55
4040472,4,20.23
4040473,0,20.52
4040474,8,27.79
4040475,0,17.38
4040476,9,19.55
4040477,0,31.18
4040478,0,18.54
4040479,0,27.21
4040480,4,33.22
4040481,3,13.53
4040482,5,15.41
4040483,2,12.71
4040484,4,16.58
4040485,6,20.94
4040486,13,10.64
4040487,1,22.65
4040488,0,22.65
4040489,0,8.67
4040490,0,9.15
4040491,9,23.96
4040492,5,18.52
4040493,2,48.08
4040494,2,19.58
4040495,6,25.93
4040496,2,17.38
4040497,0,15.71
4040498,0,19.34
4040499,2,11.98
4040500,0,24.6
4040501,0,18.35
4040502,0,46.83
4040503,2,25.26
4040504,1,7.6
4040505,2,24.13
4040506,4,16.78
4040507,0,39.32
4040508,0,15.2
4040509,0,22.54
4040510,0,37.34
4040511,0,39.78
4040512,0,41.8
4040513,0,36.07
4040514,3,15.05
4040515,0,45.93
4040516,0,10.14
4040517,4,97.91
4040600,0,13.72
4040601,0,21.24
4040602,5,18.14
4040603,0,16.75
4040604,0,36.79
4040605,0,18.99
4040606,0,20.52
4040607,5,13.23
4040608,14,55.45
4040609,0,50.56
4040610,3,23.42
4040611,0,16.04
4040612,0,27.17
4040613,0,20.71
4040614,0,4.25
4040615,0,20.41
4040616,4,20.74
4040617,0,15.38
4040618,22,18.11
4040619,0,10.73
4040620,0,37.81
4040621,5,22.65
4040622,0,17.72
4040623,18,37.11
4040624,0,16.25
4040625,1,7.13
4040626,0,17.77
4040627,0,26.37
4040628,2,9.59
4040629,10,7.43
4040630,2,15.07
4040631,0,10.75
4040632,1,13.55
4040633,2,18.12
4040634,4,22.47
4040635,0,25.93
4040636,5,44
4040637,9,19.57
4040638,0,38.69
4040639,4,19.78
4040640,0,33.78
4040641,0,15.12
4040642,0,16.96
4040643,0,11.97
4040644,0,24.01
4040645,0,12.95
4040646,7,22.47
4040647,0,21.95
4040648,0,32.08
4040649,0,24.24
4040650,0,26.92
4040651,0,40.38
4040652,0,25.93
4040653,0,27.83
4040654,2,12.05
4040655,0,19.17
4040656,0,13.59
4040657,0,25
4040658,0,8.93
4040659,0,45.09
4040660,0,15.35
4040661,0,17.46
4040662,0,11.67
4040663,3,9.62
4040664,0,20.87
4040665,6,11.36
4040666,5,31.84
4040667,1,58.67
4040668,0,16.25
4040669,15,18.52
4040670,0,39.07
4040671,0,25.78
4040673,0,16.85
4040674,0,8.04
4040675,0,44.45
4040676,11,57.69
4040677,4,10.23
4040678,2,10.18
4040679,0,33.22
4040680,1,25.25
4040681,0,34.33
4040682,0,27.44
4040683,0,18.29
4040684,0,9.84
4040685,0,26.37
4040686,0,25.17
4040687,0,18.43
4040688,0,24.81
4040689,6,57.6
4040690,0,63.24
4040691,0,33.71
4040692,0,31.93
4040693,0,12.26
4040694,2,31.88
4040695,7,23.05
4040696,11,14.07
4040697,0,17.57
4040698,0,29.31
4040699,0,29.31
4040700,0,41.13
4040701,0,25.42
4040702,0,19.12
4040703,0,25.15
4040704,0,19.12
4040705,5,16.63
4040706,0,24.39
4040707,0,25.62
4040708,7,32.93
4040709,0,45.09
4040710,9,42.11
4040711,0,24.39
4040712,0,30.61
4040713,15,8
4040714,4,8.6
4040715,2,17.89
4040716,0,20.28
4040717,0,31.52
4040718,25,23.37
4040719,0,37.11
4040720,0,24.17
4040721,5,32.98
4040722,0,35.16
4040723,19,17.55
4040724,2,12.11
4040725,0,20.21
4040726,1,19.93
4040727,0,16.25
4040728,0,20.26
4040729,0,9.84
4040730,0,28.73
4040731,9,25.21
4040732,0,29.31
4040733,0,59.24
4040734,0,22.47
4040735,0,17.62
4040736,0,10.75
4040737,3,13.57
4040738,0,39.25
4040739,0,63.86
4040740,4,36.38
4040741,0,27.25
4040742,0,11.67
4040743,0,10.75
4040744,0,13.68
4040745,0,38.36
4040746,0,14.33
4040747,0,55.61
4040748,1,21.98
4040749,0,53.32
4040750,0,14.33
4040751,0,40.64
4040752,0,33.31
4040753,0,53.76
4040755,0,10.75
4040756,5,21.16
4040757,0,32.75
4040758,18,23.11
4040759,0,31.84
4040760,8,36.17
4040761,0,39.69
4040762,0,10.14
4040763,2,18.82
4040764,1,24.29
4040765,2,11.68
4040766,6,24.43
4040767,6,16.52
4040768,3,23.99
4040769,4,15.92
4040770,3,16.42
4040771,0,23.51
4040772,6,9.92
4040773,5,11.68
4040774,1,35.41
4040775,0,15.57
4040776,0,40.65
4040777,0,22.37
4040778,0,33.69
4040779,5,12.97
4040780,5,18.25
4040781,0,12.04
4040782,0,14.33
4040783,4,10.23
4040784,0,18.8
4040785,0,11.67
4040786,1,18.59
4040787,6,17.05
4040788,6,12.71
4040789,8,26.21
4040790,0,25.31
4040791,5,13.56
4040793,0,9.88
4040794,0,29.82
4040795,0,13.34
4040796,3,41.76
4040798,0,23.42
4040800,0,37.11
4040801,0,18.67
4040802,0,26.37
4040803,0,64.22
4040804,0,18.29
4040805,0,45.18
4040806,0,15.35
4040807,0,13.64
4040808,0,16.85
4040809,0,26.39
4040810,0,14.4
4040811,5,30.19
4040812,0,12.58
4040813,0,10.75
4040814,0,56.76
4040815,0,10.75
4040816,0,23.42
4040817,0,9.84
4040818,0,14.95
4040819,0,12.26
4040820,0,12.26
4040821,2,12.12
4040822,0,13.34
4040823,0,12.26
4040824,0,10.75
4040825,0,37.11
4040826,0,24.89
4040827,0,13.13
4040828,0,10.14
4040829,0,14.4
4040830,0,17.13
4040831,0,10.75
4040832,0,25.98
4040833,0,12.14
4040834,0,22.01
4040835,0,20.62
4040836,0,17.32
4040837,1,35.67
4040838,0,40.01
4040839,0,23.61
4040840,0,16.25
4040841,0,10.27
4040842,0,36.51
4040843,0,45.86
4040844,0,10.75
4040845,0,15.47
4040846,1,15.68
4040848,0,29.39
4040849,0,16.14
4040850,0,14.4
4040851,0,27.04
4040852,0,29.62
4040853,0,25.01
4041100,0,43.35
4050100,2,1.11
4050101,34,1.27
4050102,0,1.06
4050103,0,1.56
4050104,22,1.38
4050105,5,1.25
4050200,1,1.17
4050201,34,1.36
4050202,26,1.93
4050203,0,1.63
4050204,4,1.11
4050205,0,1.59
4050206,4,1.48
4050207,11,1.25
4050208,3,1.12
4050209,7,1.19
4050210,0,1.28
4050211,0,1.16
4050212,0,1.17
4050213,0,0.89
4050214,3,1.12
4050215,0,1.16
4050216,0,1.22
4050217,25,1.44
4050218,10,1.44
4050219,1,1.17
4050220,0,1.02
4050221,2,1.78
4050222,0,1.29
4050223,6,1.03
4050224,6,0.92
4050225,1,0.91
4050226,1,1.78
4050227,1,3.69
4050228,0,3.77
4050229,0,2.53
4050230,0,1.25
4050231,0,4.04
4050232,0,2.32
4050233,0,2.32
4050234,0,1.24
4050300,9,1.17
4050301,2,1.22
4050302,39,1.47
4050303,0,2.16
4050304,6,10.41
4050305,0,17.74
4050306,0,1.99
4050307,1,1.39
4050308,0,1.38
4050309,4,1.43
4050310,5,2.23
4050311,0,1.68
4050312,0,1.18
4050313,1,1.73
4050314,0,1.35
4050315,1,1.42
4050316,0,1.31
4050317,0,0.95
4050318,5,1.29
4050319,13,0.94
4050320,24,1.85
4050321,13,1.11
4050322,0,1.19
4050323,0,1.29
4050324,2,1.62
4050325,1,2.08
4050326,1,1.44
4050327,10,1.59
4050328,1,1.95
4050329,0,1.52
4050330,0,1.55
4050331,28,1.27
4050332,0,1.88
4050333,2,0.94
4050334,9,1.48
4050335,0,1.16
4050336,15,1.38
4050337,0,1.22
4050338,0,1.74
4050339,0,1.05
4050340,0,1.23
4050341,0,1.23
4050342,4,0.94
4050343,1,1.08
4050344,0,1.74
4050345,4,1.21
4050346,11,1.48
4050347,10,1.55
4050348,0,2.36
4050349,15,1.26
4050350,0,1.17
4050351,0,1.12
4050352,1,3.64
4050353,0,117.04
4050354,0,1.25
4050400,0,1.82
4050401,0,1.57
4050402,0,1.19
4050403,0,1.68
4050404,16,1.25
4050405,11,2.78
4050406,17,2.45
4050407,15,1.81
4050408,0,1.23
4050409,3,1.35
4050410,0,2.07
4050411,0,2.65
4050412,28,2.64
4050413,0,2.32
4060001,4,6.16
4060002,0,1.77
4060003,0,4.05
4060004,0,4.62
4060005,0,1.55
4060006,0,1.67
4060008,442,4.17
4060009,235,4.43
4060010,15,4.17
4060011,3,3.13
4060012,0,3.13
4060013,0,1.15
4060014,40,3.4
4060015,2,5.67
4060017,2,4.21
4060018,0,5.86
4060019,0,#N/A
4060020,1,3.99
4060021,2,#N/A
4060022,0,#N/A
4060023,10,2.66
4060024,0,3.74
4060025,0,5.65
4060028,0,0.87
4060030,21,3.87
4060033,0,2.67
4060034,2,2.4
4060035,0,3.91
4060037,1,#N/A
4060038,0,#N/A
4060039,0,7.58
4060040,0,3.89
4060042,0,5.52
4060043,0,3.26
4060045,295,3.72
4060046,4,3.16
4060047,0,#N/A
4060048,13,1.64
4060049,0,#N/A
4060050,0,#N/A
4060053,34,3.89
4060054,1,#N/A
4060059,406,4.43
4060060,0,3.87
4060061,26,6.39
4060062,337,3.54
4060063,0,3.13
4060064,1719,8.56
4060065,800,3.87
4060066,121,3.8
4060067,1,3.58
4060068,0,#N/A
4060069,0,2.81
4060070,0,#N/A
4060072,0,#N/A
4060073,0,#N/A
4060074,0,#N/A
4060075,0,#N/A
4060076,0,#N/A
4060077,1,2.65
4060078,0,2.79
4060079,3,4.98
4060080,0,4.35
4060081,0,2.96
4060082,0,#N/A
4060083,0,#N/A
4060084,13,3.42
4060085,0,3.74
4060086,0,1.14
4060087,0,3.26
4060088,0,3.26
4060089,0,2.96
4060090,0,3.11
4060091,0,4.23
4060092,0,#N/A
4060093,0,2.96
4060094,0,5.51
4060095,0,#N/A
4060096,0,#N/A
4060097,0,4.38
4060098,0,1.99
4060100,0,#N/A
4060101,0,#N/A
4060102,0,#N/A
4060103,0,16.02
4060104,0,3.89
4060105,0,#N/A
4060106,0,#N/A
4060107,0,#N/A
4060109,0,2.97
4060110,0,2.97
4060111,0,#N/A
4060112,1,5.4
4060113,0,#N/A
4060114,0,#N/A
4060115,7,3.54
4060116,0,1.38
4060119,0,2.97
4060120,0,2.97
4060136,0,5.12
4063018,0,39.76
4063019,0,39.76
4063020,0,31.34
4063021,0,29.82
4063022,0,39.76
4063023,5,30.48
4063024,0,25.93
4063025,0,24.88
4063026,0,36.89
4063027,1,24.35
4063028,1,29.37
4063029,0,40.42
4063030,2,26.19
4063031,10,37.48
4063032,1,44.52
4063033,0,43.41
4063034,0,44.52
4063035,0,33.45
4063036,0,35.49
4063037,0,43.44
4063038,0,40.42
4063039,0,33.89
4063040,3,33.89
4063041,0,45.19
4063042,5,27.36
4063043,0,28
4063044,1,36.35
4063045,2,34.73
4063046,0,30.73
4063047,0,23.04
4063048,0,21.56
4063049,4,28.38
4063050,3,36.81
4063051,3,31.68
4063052,5,36.81
4063053,0,60.97
4063054,0,57.06
4063055,0,60.97
4063056,0,44.56
4063057,2,42.68
4063058,1,38.49
4063059,0,51.57
4063060,4,34.88
4063061,0,56.28
4063062,4,43.49
4063064,1,42.38
4063065,5,42.38
4063066,0,53.44
4063067,0,40.08
4063068,0,32.72
4063069,0,28.2
4063070,0,35.42
4063071,0,46.8
4063072,0,60.97
4063074,2,43.97
4063075,6,40.87
4063076,0,33.47
4063077,1,45.73
4063078,4,51.32
4063079,0,44.49
4063080,0,62.95
4063081,0,49.26
4063082,0,65.68
4063083,0,34.33
4063084,0,31.59
4063085,1,41.87
4063087,0,38.62
4063088,0,42.72
4063090,0,30.28
4063091,0,35.04
4063093,0,34.55
4063094,1,40.2
4063095,0,33.89
4063097,0,30.09
4063098,2,40.2
4063101,0,82.28
4063102,0,42.33
4063103,0,40.47
4063104,0,40.47
4063105,0,37.69
4063106,0,43.41
4063109,0,45.29
4063110,0,33.47
4063112,1,34.55
4063113,0,25.05
4063115,0,34.87
4063116,3,45.24
4063119,1,41.31
4063120,0,26.31
4063121,0,38.19
4063124,0,45.73
4063125,0,26.86
4063126,0,27.86
4063127,0,32.95
4063128,0,36.89
4063130,3,39.18
4063131,0,32.58
4063132,0,44.52
4063133,0,27.26
4063134,0,46.44
4063135,1,40.2
4063136,0,45.73
4063137,0,45.73
4063139,0,51.05
4063140,0,45.73
4063141,0,45.73
4063142,0,45.73
4063144,0,38.65
4063145,7,32.82
4063146,0,47.51
4063147,2,36.13
4063148,0,51.02
4063149,0,39.29
4063150,0,45.73
4063153,0,50.54
4063155,3,37.39
4063156,0,36.71
4063157,0,24.96
4063158,0,37.56
4063159,0,30.84
4063160,0,42.25
4063161,0,26.28
4063162,0,36.35
4063163,0,29.82
4063164,0,30.84
4063165,0,33.37
4063166,0,72.65
4063168,0,50.83
4063169,0,53.89
4063170,0,40.42
4063171,0,40.42
4063172,2,38.49
4063173,0,42.31
4063174,2,42.06
4063175,0,47.51
4063176,0,48.81
4063177,0,58.68
4063178,0,22.09
4063179,0,90.94
4063180,3,36.78
4063181,0,27.73
4063182,2,26.28
4063183,2,25.47
4063184,0,32.72
4063185,0,40.42
4063186,0,49.26
4063187,3,46.92
4063188,0,30.98
4063189,1,35.14
4063191,0,47.51
4063192,2,40.2
4063193,0,28.58
4063194,1,43.26
4063195,1,39.78
4063196,1,25.91
4063198,0,33.37
4063199,2,31.78
4063201,0,44.32
4063202,0,51.54
4063203,0,26.31
4063204,0,35.07
4063205,0,33.37
4063206,2,46.92
4063207,0,47.05
4063208,2,49.12
4063209,5,48.62
4063210,0,46.35
4063211,0,51.05
4063213,0,42.21
4063215,3,29.98
4063216,5,57.39
4063217,1,44.81
4063218,1,44.34
4063220,0,46.8
4063221,0,75.01
4063222,7,40.57
4063223,0,34.53
4063224,0,41.05
4063225,0,71.84
4063226,4,49.96
4063227,2,41.87
4063228,0,41.87
4063229,7,12.47
4063230,3,48.88
4063231,0,41.97
4063232,0,58.62
4063233,0,36.35
4063234,0,25.62
4063235,6,47.21
4063236,2,29.82
4063237,2,102.12
4063238,0,23.27
4063239,1,30.08
4063240,0,44.49
4063241,0,43.97
4063242,0,47.51
4063243,0,45.24
4063244,0,26.31
4063245,0,57.88
4063246,5,64.29
4063247,1,35.4
4063248,1,41.51
4063249,2,45.73
4063250,2,48.62
4063251,1,31.78
4063252,0,31.59
4063253,0,49.21
4063254,4,41.87
4063255,0,31.64
4063256,0,27.86
4063257,0,47.51
4063258,0,63.34
4063259,0,35.15
4063260,0,52.81
4063262,0,45.73
4063263,1,49.12
4063264,0,46.8
4063265,0,43.97
4063266,0,42.2
4063267,0,18.58
4063268,0,54.96
4063269,1,41.77
4063270,0,46.16
4063271,0,25.35
4063272,0,39.76
4063273,0,67.88
4063274,0,63.72
4063275,0,37.6
4063276,0,25.67
4063277,2,41.87
4063278,0,35.15
4063279,0,37.43
4063280,0,26.57
4063283,0,29
4063285,0,22.06
4063286,0,29.98
4063287,0,33.18
4063288,1,72.77
4063289,0,58.85
4063292,0,71.83
4063293,0,19.25
4063294,0,19.25
4063295,0,25.67
4063296,0,19.25
4063297,0,54.18
4063298,5,51.05
4063299,0,44.52
4063300,0,49.12
4063301,0,81.23
4063302,0,59.54
4063304,0,57.87
4063305,0,30.64
4063306,0,17.13
4063307,1,43.55
4063308,0,50.54
4063309,0,43.97
4063310,1,52.74
4063311,0,42.21
4063312,0,22.76
4063313,0,49.26
4063314,3,46.92
4063315,0,42.18
4063316,0,35.15
4063317,0,35.15
4063318,0,43.97
4063319,2,26.74
4063320,0,43.97
4063321,0,62.83
4063322,0,53.89
4063323,0,46.16
4063324,0,56.88
4063325,0,53.77
4063326,0,44.32
4063328,0,33.37
4063329,1,19.96
4063330,0,29.42
4063331,0,15.73
4063332,0,24.04
4063333,1,28.4
4063334,1,28.07
4063335,0,36.46
4063336,0,24.54
4063337,0,24.54
4063338,0,63.54
4063339,0,38.27
4063340,0,51.17
4063341,0,133.32
4063342,0,94.55
4063343,0,90.88
4063344,0,34.46
4063345,3,41.39
