Part,Available Quantity,Location Code
CK 2157,0,MAIN
CK 2160,3,MAIN
CK 2165,0,MAIN
CK 2167,0,MAIN
CK 2168,0,MAIN
CK 2170,2,MAIN
CK 2175,0,MAIN
CK 2181,2,MAIN
CK 2183,2,MAIN
CK 2184,2,MAIN
CK 2185,6,MAIN
CK 2186,6,MAIN
CK 2187,0,MAIN
CK 2188,1,MAIN
CK 2189,4,MAIN
CK 2190,9,MAIN
CK 2191,0,MAIN
CK 2194,12,MAIN
CK 2195,0,MAIN
CK 2196,9,MAIN
CK 2197,9,MAIN
CK 2199,9,MAIN
CK 2200,0,MAIN
CK 2201,1,MAIN
CK 2202,6,MAIN
CK 2203,6,MAIN
CK 2204,12,MAIN
CK 2205,3,MAIN
CK 2206,12,MAIN
CK 2211,0,MAIN
CK 2213,0,MAIN
CK 2214,3,MAIN
CK 2219,8,MAIN
CK 2220,0,MAIN
CK 2221,1,MAIN
CK 2222,0,MAIN
CK 2226,1,MAIN
CK 2227,0,MAIN
CK 2228,5,MAIN
CK 2231,0,MAIN
CK 2232,4,MAIN
CK 2233,5,MAIN
CK 2237,9,MAIN
CK 2238,8,MAIN
CK 2239,8,MAIN
CK 2240,8,MAIN
CK 2241,0,MAIN
CK 2243,0,MAIN
CK 2244,2,MAIN
CK 2245,0,MAIN
CK 2246,2,MAIN
CK 2248,1,MAIN
CK 2251,1,MAIN
CK 2252,2,MAIN
CK 2255,0,MAIN
CK 2259,0,MAIN
CK 2260,0,MAIN
CK 2261,2,MAIN
CK 2264,5,MAIN
CK 2267,0,MAIN
CK 2270,0,MAIN
CK 2280,1,MAIN
CK 2282,0,MAIN
CK 2283,1,MAIN
CK 2285,0,MAIN
CK 2286,5,MAIN
CK 2293,5,MAIN
CK 2295,5,MAIN
CK 2296,1,MAIN
CK 2303,1,MAIN
CK 2306,0,MAIN
CK 2311,5,MAIN
CK 2316,0,MAIN
CK 2318,1,MAIN
CK 2325,2,MAIN
CK 2331,0,MAIN
CK 2333,2,MAIN
CK 2342,0,MAIN
CK 2344,0,MAIN
CK 2350,0,MAIN
CK 2351,0,MAIN
CK 2352,0,MAIN
CK 2353,0,MAIN
CK 2358,2,MAIN
CK 2359,0,MAIN
CK 2360,0,MAIN
CK 2361,0,MAIN
CK 2362,3,MAIN
CK 2363,3,MAIN
CK 2364,1,MAIN
CK 2366,1,MAIN
CK 2369,3,MAIN
CK 2370,3,MAIN
CK 2372,2,MAIN
CK 2376,0,MAIN
CK 2378,0,MAIN
CK 2383,1,MAIN
CK 2385,0,MAIN
CK 2386,2,MAIN
CK 2389,0,MAIN
CK 2391,2,MAIN
CK 2394,0,MAIN
CK 2397,1,MAIN
CK 2399,0,MAIN
CK 2401,1,MAIN
CK 2403,0,MAIN
CK 2408,1,MAIN
CK 2410,1,MAIN
CK 2430,15,MAIN
CK 2443,2,MAIN
CK 2444,0,MAIN
CK 2445,0,MAIN
CK 2447,1,MAIN
CK 2449,0,MAIN
CK 2450,2,MAIN
CK 2452,0,MAIN
CK 2453,2,MAIN
CK 2454,1,MAIN
CK 2456,1,MAIN
CK 2457,1,MAIN
CK 2459,0,MAIN
CK 2460,0,MAIN
CK 2461,0,MAIN
CK 2463,1,MAIN
CK 2464,2,MAIN
CK 2470,0,MAIN
CK 2478,1,MAIN
CK 2500,12,MAIN
CK 2501,12,MAIN
CK 2502,0,MAIN
CK 2504,0,MAIN
CK 2506,0,MAIN
CK 2507,0,MAIN
CK 2508,0,MAIN
CK 2509,0,MAIN
CK 2510,0,MAIN
CK 2511,0,MAIN
CK 2512,0,MAIN
CK 2513,0,MAIN
CK 2514,0,MAIN
CK 2516,0,MAIN
CK 2519,0,MAIN
CK 2528,0,MAIN
CK 2530,0,MAIN
CK 2532,0,MAIN
CK 2533,0,MAIN
CK 2534,0,MAIN
CK 2536,0,MAIN
CK 2538,0,MAIN
CK 2539,0,MAIN
CK 2552,0,MAIN
CK 2553,0,MAIN
CK 2556,0,MAIN
CK 2561,0,MAIN
CK 2572,0,MAIN
CK 2576,0,MAIN
CK 2602,0,MAIN
CK 2616,0,MAIN
CK 2622,0,MAIN
CK 2628,0,MAIN
CK 2632,0,MAIN
CK 2633,0,MAIN
CK 2644,0,MAIN
CK 2647,0,MAIN
CK 2649,0,MAIN
CK 2650,0,MAIN
CK 2657,0,MAIN
CK 2658,0,MAIN
CK 2663,0,MAIN
CK 2665,0,MAIN
CK 2666,0,MAIN
CK 2675,0,MAIN
CK 2677,0,MAIN
CK 2680,0,MAIN
CK 2683,0,MAIN
CK 2699,0,MAIN
CK 2700,0,MAIN
CK 2701,0,MAIN
CK 2706,0,MAIN
CK 2708,0,MAIN
CK 2710,0,MAIN
CK 2721,0,MAIN
CK 2722,0,MAIN
CK 2724,0,MAIN
CK 2729,0,MAIN
CK 2732,0,MAIN
CK 2736,0,MAIN
CK 2738,0,MAIN
CK 2739,0,MAIN
CK 2740,0,MAIN
CK 2742,0,MAIN
CK 2752,0,MAIN
CK 2752A,0,MAIN
CK 2753,0,MAIN
CK 2753A,0,MAIN
CK 2754,0,MAIN
CK 2754A,0,MAIN
CK 2757,0,MAIN
CK 2760,0,MAIN
CK 2766,0,MAIN
CK 2774,0,MAIN
CK 2776,0,MAIN
CK 2779,0,MAIN
CK 2785,0,MAIN
CK 2787,0,MAIN
CK 2788,0,MAIN
CK 2791,0,MAIN
CK 2793,0,MAIN
CK 2798,0,MAIN
CK 2806,0,MAIN
CK 2832,0,MAIN
CK 2879,5,MAIN
CK 2880,12,MAIN
CK 2881,5,MAIN
CK 2883,5,MAIN
CK 2887,5,MAIN
CK 2889,7,MAIN
CK 2890,7,MAIN
CK 2891,7,MAIN
CK 2892,7,MAIN
CK 2893,0,MAIN
CK 2895,1,MAIN
CK 2896,0,MAIN
CK 2898,0,MAIN
CK 2899,1,MAIN
CK 2900,8,MAIN
CK 2901,0,MAIN
CK 2903,1,MAIN
CK 2905,1,MAIN
CK 2907,0,MAIN
CK 2910,4,MAIN
CK 2912,3,MAIN
CK 2914,3,MAIN
CK 2916,4,MAIN
CK 2918,0,MAIN
CK 2919,3,MAIN
CK 2921,3,MAIN
CK 2923,0,MAIN
CK 2929,0,MAIN
CK 2931,3,MAIN
CK 2932,5,MAIN
CK 2936,12,MAIN
CK 2937,12,MAIN
CK 2938,11,MAIN
CK 2939,15,MAIN
CK 2940,15,MAIN
CK 2941,12,MAIN
CK 2942,0,MAIN
CK 2943,0,MAIN
CK 2944,3,MAIN
CK 2945,3,MAIN
CK 2946,15,MAIN
CK 2947,8,MAIN
CK 2949,12,MAIN
CK 2950,12,MAIN
CK 2973,0,MAIN
CK 2974,0,MAIN
CK 2975,0,MAIN
CK 2976,0,MAIN
CK 2982,0,MAIN
CK 2983,0,MAIN
CK 2985,2,MAIN
CK 2986,0,MAIN
CK 2988,0,MAIN
CK 2989,2,MAIN
CK 2991,0,MAIN
CK 2992,2,MAIN
CK 2994,0,MAIN
CK 2995,0,MAIN
CK 2996,0,MAIN
CK 3002,0,MAIN
CK 3021,0,MAIN
CK 3030,0,MAIN
CK 3032,0,MAIN
CK 3034,0,MAIN
CK 3039,0,MAIN
CK 3040,0,MAIN
CK 3041,0,MAIN
CK 3048,0,MAIN
CK 3049,0,MAIN
CK 3052,0,MAIN
CK 3057,0,MAIN
CK 3059,0,MAIN
CK 3065,0,MAIN
CK 3094,0,MAIN
CK 3095,0,MAIN
CK 3103,0,MAIN
CK 3110,0,MAIN
CK 3118,0,MAIN
CK 3121,0,MAIN
CK 3123,0,MAIN
CK 3125,0,MAIN
CK 3129,0,MAIN
CK 3130,0,MAIN
CK 3132,0,MAIN
CK 3134,0,MAIN
CK 3135,0,MAIN
CK 3142,0,MAIN
CK 3146,0,MAIN
CK 3156,0,MAIN
CK 3158,0,MAIN
CK 3164,0,MAIN
CK 3166,0,MAIN
CK 3167,0,MAIN
CK 3168,1,MAIN
CK 3169,2,MAIN
CK 3170,2,MAIN
CK 3171,0,MAIN
CK 3172,0,MAIN
CK 3173,0,MAIN
CK 3175,0,MAIN
CK 3176,0,MAIN
CK 3177,0,MAIN
CK 3178,1,MAIN
CK 3179,0,MAIN
CK 3180,0,MAIN
CK 3181,0,MAIN
CK 3182,0,MAIN
CK 3183,0,MAIN
CK 3184,0,MAIN
CK 3185,0,MAIN
CK 3186,0,MAIN
CK 3187,1,MAIN
CK 3188,0,MAIN
CK 3189,1,MAIN
CK 3190,1,MAIN
CK 3192,0,MAIN
CK 3210,0,MAIN
CK 3211,5,MAIN
CK 3213,0,MAIN
CK 3214,2,MAIN
CK 3215,2,MAIN
CK 3217,0,MAIN
CK 3218,5,MAIN
CK 3219,3,MAIN
CK 3220,1,MAIN
CK 3221,4,MAIN
CK 3222,0,MAIN
CK 3223,1,MAIN
CK 3227,0,MAIN
CK 3231,1,MAIN
CK 3232,0,MAIN
CK 3235,0,MAIN
CK 3236,1,MAIN
CK 3239,15,MAIN
CK 3240,2,MAIN
CK 3241,2,MAIN
CK 3242,2,MAIN
CK 3243,1,MAIN
CK 3244,11,MAIN
CK 3248,2,MAIN
CK 3251,4,MAIN
CK 3252,4,MAIN
CK 3253,4,MAIN
CK 3254,0,MAIN
CK 3255,1,MAIN
CK 3257,4,MAIN
CK 3265,0,MAIN
CK 3266,2,MAIN
CK 3268,5,MAIN
CK 3277,15,MAIN
CK 3284,4,MAIN
CK 3286,0,MAIN
CK 3287,0,MAIN
CK 3289,0,MAIN
CK 3293,2,MAIN
CK 3294,1,MAIN
CK 3295,2,MAIN
CK 3296,2,MAIN
CK 3297,2,MAIN
CK 3298,5,MAIN
CK 3306,1,MAIN
CK 3309,3,MAIN
CK 3311,0,MAIN
CK 3312,0,MAIN
CK 3313,0,MAIN
CK 3314,3,MAIN
CK 3315,1,MAIN
CK 3318,0,MAIN
CK 3319,2,MAIN
CK 3323,0,MAIN
CK 3328,0,MAIN
CK 3332,0,MAIN
CK 3342,0,MAIN
CK 3345,4,MAIN
CK 3346,0,MAIN
CK 3350,0,MAIN
CK 3351,4,MAIN
CK 3353,0,MAIN
CK 3355,2,MAIN
CK 3358,2,MAIN
CK 3359,4,MAIN
CK 3360,4,MAIN
CK 3366,4,MAIN
CK 3367,0,MAIN
CK 3368,0,MAIN
CK 3369,1,MAIN
CK 3370,0,MAIN
CK 3371,0,MAIN
CK 3373,0,MAIN
CK 3376,1,MAIN
CK 3377,0,MAIN
CK 3378,1,MAIN
CK 3379,1,MAIN
CK 3380,0,MAIN
CK 3381,0,MAIN
CK 3382,1,MAIN
CK 3383,1,MAIN
CK 3384,0,MAIN
CK 3389,0,MAIN
CK 3390,0,MAIN
CK 3392,0,MAIN
CK 3393,0,MAIN
CK 3394,1,MAIN
CK 3395,1,MAIN
CK 3396,0,MAIN
CK 3397,1,MAIN
CK 3398,0,MAIN
CK 3399,0,MAIN
CK 3400,1,MAIN
CK 3401,1,MAIN
CK 3402,0,MAIN
CK 3403,0,MAIN
CK 3404,0,MAIN
CK 3405,0,MAIN
CK 3406,0,MAIN
CK 3407,0,MAIN
CK 3408,1,MAIN
CK 3410,1,MAIN
CK 3414,1,MAIN
CK 3419,0,MAIN
CK 3420,0,MAIN
CK 3426,1,MAIN
CK 3427,0,MAIN
CK 3428,0,MAIN
CK 3429,0,MAIN
CK 3433,1,MAIN
CK 3436,0,MAIN
CK 3437,0,MAIN
CK 3438,0,MAIN
CK 3443,0,MAIN
CK 3445,0,MAIN
CK 3447,0,MAIN
CK 3448,0,MAIN
CK 3453,3,MAIN
CK 3456,0,MAIN
CK 3458,0,MAIN
CK 3460,0,MAIN
CK 3461,0,MAIN
CK 3462,0,MAIN
CK 3463,0,MAIN
CK 3474,0,MAIN
CK 3477,0,MAIN
CK 3480,0,MAIN
CK 3483,0,MAIN
CK 3485,0,MAIN
CK 3501,0,MAIN
CK 3519,0,MAIN
CK 3523,1,MAIN
CK 3525,0,MAIN
CK 3528,0,MAIN
CK 3532,0,MAIN
CK 3533,1,MAIN
CK 3534,0,MAIN
CK 3537,0,MAIN
CK 3549,0,MAIN
CK 3555,1,MAIN
CK 3559,0,MAIN
CK 3560,0,MAIN
CK 3561,0,MAIN
CK 3565,1,MAIN
CK 3568,9,MAIN
CK 3569,10,MAIN
CK 3570,0,MAIN
CK 3571,0,MAIN
CK 3572,5,MAIN
CK 3574,4,MAIN
CK 3577,5,MAIN
CK 3581,15,MAIN
CK 3583,0,MAIN
CK 3584,15,MAIN
CK 3585,2,MAIN
CK 3587,4,MAIN
CK 3588,15,MAIN
CK 3590,2,MAIN
CK 3592,0,MAIN
CK 3594,2,MAIN
CK 3596,2,MAIN
CK 3598,2,MAIN
CK 3606,4,MAIN
CK 3607,4,MAIN
CK 3613,4,MAIN
CK 3617,4,MAIN
CK 3618,2,MAIN
CK 3635,2,MAIN
CK 3642,1,MAIN
CK 3644,0,MAIN
CK 3646,0,MAIN
CK 3647,0,MAIN
CK 3648,1,MAIN
CK 3652,0,MAIN
CK 3653,1,MAIN
CK 3654,0,MAIN
CK 3655,0,MAIN
CK 3662,1,MAIN
CK 3667,1,MAIN
CK 3673,0,MAIN
CK 3678,1,MAIN
CK 3680,1,MAIN
CK 3683,1,MAIN
CK 3696,0,MAIN
CK 3705,15,MAIN
CK 3707,15,MAIN
CK 3708,2,MAIN
CK 3713,0,MAIN
CK 3723,1,MAIN
CK 3726,11,MAIN
CK 3727,5,MAIN
CK 3728,4,MAIN
CK 3729,7,MAIN
CK 3730,1,MAIN
CK 3731,5,MAIN
CK 3733,9,MAIN
CK 3734,0,MAIN
CK 3735,0,MAIN
CK 3736,0,MAIN
CK 3737,2,MAIN
CK 3738,2,MAIN
CK 3739,2,MAIN
CK 3741,2,MAIN
CK 3743,7,MAIN
CK 3744,2,MAIN
CK 3745,2,MAIN
CK 3746,1,MAIN
CK 3749,5,MAIN
CK 3750,5,MAIN
CK 3753,15,MAIN
CK 3755,0,MAIN
CK 3758,0,MAIN
CK 3761,2,MAIN
CK 3765,1,MAIN
CK 3767,12,MAIN
CK 3768,6,MAIN
CK 3769,4,MAIN
CK 3770,4,MAIN
CK 3771,0,MAIN
CK 3772,5,MAIN
CK 3773,2,MAIN
CK 3774,4,MAIN
CK 3775,0,MAIN
CK 3776,4,MAIN
CK 3777,9,MAIN
CK 3778,1,MAIN
CK 3779,5,MAIN
CK 3782,2,MAIN
CK 3791,1,MAIN
CK 3793,1,MAIN
CK 3794,6,MAIN
CK 3796,1,MAIN
CK 3797,6,MAIN
CK 3799,6,MAIN
CK 3801,15,MAIN
CK 3802,5,MAIN
CK 3803,15,MAIN
CK 3808,15,MAIN
CK 3809,8,MAIN
CK 3810,2,MAIN
CK 3811,2,MAIN
CK 3812,0,MAIN
CK 3813,0,MAIN
CK 3814,0,MAIN
CK 3815,0,MAIN
CK 3817,0,MAIN
CK 3819,0,MAIN
CK 3822,0,MAIN
CK 3823,0,MAIN
CK 3824,0,MAIN
CK 3825,4,MAIN
CK 3827,15,MAIN
CK 3828,0,MAIN
CK 3830,1,MAIN
CK 3831,2,MAIN
CK 3832,2,MAIN
CK 3833,0,MAIN
CK 3835,0,MAIN
CK 3836,0,MAIN
CK 3838,2,MAIN
CK 3841,1,MAIN
CK 3842,2,MAIN
CK 3843,7,MAIN
CK 3844,2,MAIN
CK 3845,1,MAIN
CK 3847,6,MAIN
CK 3848,15,MAIN
CK 3849,15,MAIN
CK 3850,5,MAIN
CK 3851,5,MAIN
CK 3852,0,MAIN
CK 3855,0,MAIN
CK 3860,0,MAIN
CK 3861,0,MAIN
CK 3863,0,MAIN
CK 3866,0,MAIN
CK 3867,0,MAIN
CK 3869,0,MAIN
CK 3870,1,MAIN
CK 3872,1,MAIN
CK 3873,0,MAIN
CK 3874,0,MAIN
CK 3876,0,MAIN
CK 3884,1,MAIN
CK 3885,1,MAIN
CK 3887,1,MAIN
CK 3889,1,MAIN
CK 3890,1,MAIN
CK 3896,8,MAIN
CK 3897,6,MAIN
CK 3900,8,MAIN
CK 3901,1,MAIN
CK 3902,2,MAIN
CK 3903,1,MAIN
CK 3904,1,MAIN
CK 3905,1,MAIN
CK 3910,0,MAIN
CK 3911,0,MAIN
CK 3912,0,MAIN
CK 3913,7,MAIN
CK 3914,14,MAIN
CK 3915,14,MAIN
CK 3916,7,MAIN
CK 3917,14,MAIN
CK 3918,14,MAIN
CK 3919,7,MAIN
CK 3921,4,MAIN
CK 3922,4,MAIN
CK 3926,4,MAIN
CK 3931,8,MAIN
CK 3934,3,MAIN
CK 3936,4,MAIN
CK 3939,2,MAIN
CK 3941,4,MAIN
CK 3942,9,MAIN
CK 3943,0,MAIN
CK 3944,0,MAIN
CK 3945,1,MAIN
CK 3946,0,MAIN
CK 3947,0,MAIN
CK 3949,9,MAIN
CK 3950,3,MAIN
CK 3952,1,MAIN
CK 3956,9,MAIN
CK 3958,5,MAIN
CK 3959,1,MAIN
CK 3961,5,MAIN
CK 3964,1,MAIN
CK 3967,6,MAIN
CK 3969,1,MAIN
CK 3970,1,MAIN
CK 3971,2,MAIN
CK 3972,9,MAIN
CK 3974,9,MAIN
CK 3975,0,MAIN
CK 3976,7,MAIN
CK 3977,7,MAIN
CK 3978,7,MAIN
CK 3981,2,MAIN
CK 3982,1,MAIN
CK 3983,0,MAIN
CK 3984,1,MAIN
CK 3985,1,MAIN
CK 3986,2,MAIN
CK 3988,1,MAIN
CK 3989,0,MAIN
CK 3990,1,MAIN
CK 3993,8,MAIN
CK 3994,12,MAIN
CK 3995,1,MAIN
CK 3996,5,MAIN
CK 3997,6,MAIN
CK 3998,7,MAIN
CK 4000,0,MAIN
CK 4005,0,MAIN
CK 4010,0,MAIN
CK 4013,15,MAIN
CK 4014,15,MAIN
CK 4015,5,MAIN
CK 4016,3,MAIN
CK 4019,15,MAIN
CK 4020,3,MAIN
CK 4022,3,MAIN
CK 4023,3,MAIN
CK 4024,4,MAIN
CK 4025,6,MAIN
CK 4026,1,MAIN
CK 4028,4,MAIN
CK 4032,2,MAIN
CK 4034,1,MAIN
CK 4035,15,MAIN
CK 4036,0,MAIN
CK 4037,15,MAIN
CK 4038,2,MAIN
CK 4039,2,MAIN
CK 4040,15,MAIN
CK 4041,5,MAIN
CK 4042,2,MAIN
CK 4043,2,MAIN
CK 4046,1,MAIN
CK 4047,15,MAIN
CK 4048,1,MAIN
CK 4049,15,MAIN
CK 4051,1,MAIN
CK 4061,3,MAIN
CK 4062,3,MAIN
CK 4063,7,MAIN
CK 4064,1,MAIN
CK 4065,0,MAIN
CK 4068,0,MAIN
CK 4069,7,MAIN
CK 4070,1,MAIN
CK 4071,7,MAIN
CK 4072,5,MAIN
CK 4073,6,MAIN
CK 4074,5,MAIN
CK 4075,12,MAIN
CK 4076,12,MAIN
CK 4077,12,MAIN
CK 4079,13,MAIN
CK 4081,1,MAIN
CK 4082,1,MAIN
CK 4083,0,MAIN
CK 4084,1,MAIN
CK 4086,15,MAIN
CK 4088,3,MAIN
CK 4089,3,MAIN
CK 4090,3,MAIN
CK 4091,3,MAIN
CK 4092,3,MAIN
CK 4093,3,MAIN
CK 4094,3,MAIN
CK 4095,3,MAIN
CK 4096,2,MAIN
CK 4097,8,MAIN
CK 4099,15,MAIN
CK 4101,15,MAIN
CK 4103,0,MAIN
CK 4105,2,MAIN
CK 4107,12,MAIN
CK 4108,13,MAIN
CK 4115,13,MAIN
CK 4116,13,MAIN
CK 4117,0,MAIN
CK 4122,2,MAIN
CK 4123,1,MAIN
CK 4124,4,MAIN
CK 4125,2,MAIN
CK 4126,8,MAIN
CK 4127,3,MAIN
CK 4128,2,MAIN
CK 4129,8,MAIN
CK 4131,8,MAIN
CK 4132,0,MAIN
CK 4135,1,MAIN
CK 4138,0,MAIN
CK 4139,1,MAIN
CK 4140,8,MAIN
CK 4141,0,MAIN
CK 4143,0,MAIN
CK 4144,0,MAIN
CK 4145,1,MAIN
CK 4149,6,MAIN
CK 4150,6,MAIN
CK 4152,15,MAIN
CK 4153,15,MAIN
CK 4154,15,MAIN
CK 4155,0,MAIN
CK 4157,8,MAIN
CK 4161,8,MAIN
CK 4163,0,MAIN
CK 4164,0,MAIN
CK 4169,15,MAIN
CK 4174,15,MAIN
CK 4175,15,MAIN
CK 4176,2,MAIN
CK 4177,3,MAIN
CK 4187,12,MAIN
CK 4188,2,MAIN
CK 4190,4,MAIN
CK 4193,4,MAIN
CK 4194,4,MAIN
CK 4196,4,MAIN
CK 4197,2,MAIN
CK 4201,4,MAIN
CK 4205,5,MAIN
CK 4206,0,MAIN
CK 4208,4,MAIN
CK 4210,4,MAIN
CK 4211,4,MAIN
CK 4213,2,MAIN
CK 4215,4,MAIN
CK 4219,0,MAIN
CK 4227,1,MAIN
CK 4229,2,MAIN
CK 4230,1,MAIN
CK 4257,2,MAIN
CK 4278,4,MAIN
CK 4280,0,MAIN
CK 4283,3,MAIN
CK 4285,1,MAIN
CK 4286,11,MAIN
CK 4287,0,MAIN
CK 4289,0,MAIN
CK 4290,0,MAIN
CK 4291,0,MAIN
CK 4292,0,MAIN
CK 4293,0,MAIN
CK 4294,0,MAIN
CK 4295,0,MAIN
CK 4298,0,MAIN
CK 4299,0,MAIN
CK 4300,0,MAIN
CK 4303,0,MAIN
CK 4304,0,MAIN
CK 4305,0,MAIN
CK 4306,0,MAIN
CK 4308,0,MAIN
CK 4309,0,MAIN
CK 4310,0,MAIN
CK 4311,0,MAIN
CK 4314,0,MAIN
CK 4317,0,MAIN
CK 4318,0,MAIN
CK 4320,0,MAIN
CK 4322,0,MAIN
CK 4327,0,MAIN
CK 4335,0,MAIN
CK 4337,0,MAIN
CK 4338,0,MAIN
CK 4339,0,MAIN
CK 4341,0,MAIN
CK 4345,0,MAIN
CK 4348,2,MAIN
CK 4349,2,MAIN
CK 4352,3,MAIN
CK 4354,15,MAIN
CK 4356,5,MAIN
CK 4357,12,MAIN
CK 4359,15,MAIN
CK 4360,3,MAIN
CK 4361,1,MAIN
CK 4362,2,MAIN
CK 4363,1,MAIN
CK 4364,2,MAIN
CK 4366,7,MAIN
CK 4367,2,MAIN
CK 4372,15,MAIN
CK 4375,4,MAIN
CK 4378,11,MAIN
CK 4379,5,MAIN
CK 4382,0,MAIN
CK 4383,11,MAIN
CK 4385,2,MAIN
CK 4387,2,MAIN
CK 4388,3,MAIN
CK 4390,2,MAIN
CK 4394,2,MAIN
CK 4397,0,MAIN
CK 4400,5,MAIN
CK 4401,2,MAIN
CK 4402,2,MAIN
CK 4403,5,MAIN
CK 4404,5,MAIN
CK 4406,0,MAIN
CK 4407,0,MAIN
CK 4409,10,MAIN
CK 4410,0,MAIN
CK 4415,5,MAIN
CK 4416,2,MAIN
CK 4417,8,MAIN
CK 4419,5,MAIN
CK 4420,8,MAIN
CK 4422,4,MAIN
CK 4424B,4,MAIN
CK 4425,2,MAIN
CK 4426,4,MAIN
CK 4427,4,MAIN
CK 4429,12,MAIN
CK 4430,15,MAIN
CK 4431,15,MAIN
CK 4432,12,MAIN
CK 4434,12,MAIN
CK 4435,15,MAIN
CK 4438,1,MAIN
CK 4451,3,MAIN
CK 4452,1,MAIN
CK 4454,1,MAIN
CK 4462,1,MAIN
CK 4464,2,MAIN
CK 4469,1,MAIN
CK 4471,2,MAIN
CK 4476,3,MAIN
CK 4477,1,MAIN
CK 4481,1,MAIN
CK 4482,1,MAIN
CK 4483,15,MAIN
CK 4491,0,MAIN
CK 4492,0,MAIN
CK 4493,0,MAIN
CK 4497,0,MAIN
CK 4499,0,MAIN
CK 4500,0,MAIN
CK 4501,0,MAIN
CK 4502,0,MAIN
CK 4505,0,MAIN
CK 4509,0,MAIN
CK 4510,0,MAIN
CK 4511,0,MAIN
CK 4512,0,MAIN
CK 4513,0,MAIN
CK 4514,0,MAIN
CK 4518,0,MAIN
CK 4519,0,MAIN
CK 4523,0,MAIN
CK 4524,0,MAIN
CK 4526,0,MAIN
CK 4530,0,MAIN
CK 4531,0,MAIN
CK 4533,0,MAIN
CK 4534,0,MAIN
CK 4538,0,MAIN
CK 4542,0,MAIN
CK 4543,0,MAIN
CK 4545,0,MAIN
CK 4546,0,MAIN
CK 4547,0,MAIN
CK 4548,0,MAIN
CK 4550,0,MAIN
CK 4551,0,MAIN
CK 4559,0,MAIN
CK 4560,2,MAIN
CK 4562,2,MAIN
CK 4563,2,MAIN
CK 4564,0,MAIN
CK 4565,0,MAIN
CK 4566,2,MAIN
CK 4568,2,MAIN
CK 4569,0,MAIN
CK 4570,0,MAIN
CK 4571,0,MAIN
CK 4572,2,MAIN
CK 4573,3,MAIN
CK 4574,0,MAIN
CK 4575,0,MAIN
CK 4576,0,MAIN
CK 4577,0,MAIN
CK 4580,3,MAIN
CK 4583,2,MAIN
CK 4584,0,MAIN
CK 4589,3,MAIN
CK 4590,3,MAIN
CK 4593,0,MAIN
CK 4594,1,MAIN
CK 4600,0,MAIN
CK 4602,0,MAIN
CK 4623,0,MAIN
CK 4626,0,MAIN
CK 4631,12,MAIN
CK 4633,2,MAIN
CK 4638,1,MAIN
CK 4648,2,MAIN
CK 4650,1,MAIN
CK 4651,2,MAIN
CK 4652,1,MAIN
CK 4654,2,MAIN
CK 4655,12,MAIN
CK 4656,3,MAIN
CK 4657,3,MAIN
CK 4658,3,MAIN
CK 4664,0,MAIN
CK 4666,5,MAIN
CK 4667,1,MAIN
CK 4668,6,MAIN
CK 4669,9,MAIN
CK 4672,15,MAIN
CK 4673,12,MAIN
CK 4674,4,MAIN
CK 4675,4,MAIN
CK 4677,15,MAIN
CK 4679,4,MAIN
CK 4681,9,MAIN
CK 4682,2,MAIN
CK 4684,2,MAIN
CK 4686,12,MAIN
CK 4687,12,MAIN
CK 4688,4,MAIN
CK 4689,3,MAIN
CK 4690,15,MAIN
CK 4691,5,MAIN
CK 4692,4,MAIN
CK 4693,4,MAIN
CK 4694,4,MAIN
CK 4696,6,MAIN
CK 4697,15,MAIN
CK 4698,2,MAIN
CK 4699,12,MAIN
CK 4700,12,MAIN
CK 4701,2,MAIN
CK 4702,15,MAIN
CK 4703,3,MAIN
CK 4704,15,MAIN
CK 4705,15,MAIN
CK 4706,3,MAIN
CK 4707,2,MAIN
CK 4708,0,MAIN
CK 4710,0,MAIN
CK 4711,3,MAIN
CK 4712,3,MAIN
CK 4713,13,MAIN
CK 4715,3,MAIN
CK 4716,3,MAIN
CK 4717,0,MAIN
CK 4718,0,MAIN
CK 4719,3,MAIN
CK 4720,7,MAIN
CK 4722,13,MAIN
CK 4723,2,MAIN
CK 4724,6,MAIN
CK 4726,5,MAIN
CK 4727,15,MAIN
CK 4728,15,MAIN
CK 4729,15,MAIN
CK 4730,12,MAIN
CK 4731,12,MAIN
CK 4732,0,MAIN
CK 4733,3,MAIN
CK 4734,3,MAIN
CK 4735,0,MAIN
CK 4736,8,MAIN
CK 4737,2,MAIN
CK 4739,11,MAIN
CK 4740,4,MAIN
CK 4741,0,MAIN
CK 4742,13,MAIN
CK 4743,2,MAIN
CK 4744,2,MAIN
CK 4747B,7,MAIN
CK 4748,12,MAIN
CK 4749,9,MAIN
CK 4753,6,MAIN
CK 4756,12,MAIN
CK 4757,12,MAIN
CK 4758,8,MAIN
CK 4759,10,MAIN
CK 4760,2,MAIN
CK 4761,12,MAIN
CK 4762,3,MAIN
CK 4763,15,MAIN
CK 4764,15,MAIN
CK 4765,12,MAIN
CK 4766,12,MAIN
CK 4767,12,MAIN
CK 4770,5,MAIN
CK 4771,1,MAIN
CK 4774,15,MAIN
CK 4775,15,MAIN
CK 4776,15,MAIN
CK 4779,15,MAIN
CK 4780,12,MAIN
CK 4781,15,MAIN
CK 4783,15,MAIN
CK 4784,9,MAIN
CK 4785,10,MAIN
CK 4786,9,MAIN
CK 4790,15,MAIN
CK 4791,8,MAIN
CK 4792,15,MAIN
