PART#,CROSS,NV,TX,PA,FL,PRICE
14-DK22025C,,0,0,0,0,171.97
14-DK22062NC,,0,0,0,0,1345.31
14-DK22110NC,,0,0,0,1,1537.5
14-DK22112NC,,0,0,0,0,1345.31
14-DK23009NC,,1,0,0,0,1537.5
14-DK23010NC,,2,0,0,0,1537.5
14-DK23019C,,0,0,0,0,143.31
14-DK23021C,,1,0,0,0,128.98
14-DK23021NC,,0,0,0,0,1518.52
14-DK23022C,,0,0,0,0,143.31
14-DK23030C,,0,0,0,0,166.24
14-DK23030NC,,0,0,0,0,1345.31
14-DK23051NC,,0,0,0,0,1345.31
14-DK23052NC,,0,0,0,0,1345.31
14-DK23063C,,0,0,0,0,257.96
14-DK23063NC,,0,0,0,0,1345.31
14-DK23070NC,,0,0,0,0,1345.31
14-DK23075NC,,0,0,0,0,1345.31
14-DK23086C,,0,0,0,0,143.31
14-DK23086NC,,0,0,0,0,1345.31
14-DK23095NC,,0,0,0,0,1345.31
14-DK25003NC,,0,0,0,0,205.66
14-DK25011C,,0,0,0,0,139.69
14-DK25011NC,,0,0,0,0,204.02
14-DK25011NEW,,0,0,0,0,234.5
14-DK25015NC,,1,1,0,1,203.78
14-DK25015NEW,,0,0,0,0,211.67
14-DK25017NC,,0,0,0,0,205.66
14-DK25018NC,,0,0,0,0,205.66
14-DK25021C,,0,0,0,0,257.96
14-DK25021NC,,0,0,0,0,203.52
14-DK25022NC,,0,0,0,0,182.58
14-DK25022NEW,,0,0,0,1,178.46
14-DK25023NC,,0,0,0,0,185.09
14-DK25025C,,0,0,0,0,143.31
14-DK25025NC,,0,0,0,0,185.09
14-DK25030NC,,0,0,0,0,185.09
14-DK25032NC,,0,0,0,0,185.09
14-DK25057NC,,0,0,0,0,205.66
14-DK25063NC,,0,0,0,0,197.33
14-DK25063NEW,,0,0,0,0,202.13
14-DK25065NC,,0,0,0,0,191.35
14-DK25069NC,,12,1,0,0,181.31
14-DK25069NEW,,16,0,0,0,159.53
14-DK25075NC,,0,0,0,0,185.09
14-DK25077NC,,0,0,0,0,234.73
14-DK25118NC,,0,0,0,0,205.66
14-DK25120NC,,0,0,0,0,205.66
14-DK25121NC,,1,0,0,0,178.56
14-DK25122NC,,0,1,0,0,177.18
14-DK25124NC,,0,0,0,0,205.66
14-DK42038NC,,0,0,0,0,220.24
14-DK42080NC,,0,0,0,0,178.5
14-DK45122NC,,0,0,0,0,234.73
14-DK46030NC,,0,0,0,0,183.53
14-DK46138NC,,0,0,0,0,234.73
14-DK46500C,,1,0,0,0,284.88
14-DK46500NC,,26,0,0,0,737.41
14-DK46500NEW,,13,0,0,0,521.48
14-DK46500RC,,0,0,0,0,162.24
14-DK46510C,,1,0,0,0,343.95
14-DK46510NC,,15,0,0,0,769.59
14-DK46510NEW,,20,0,0,0,476.04
14-DK46520C,,0,0,0,0,286.62
14-DK46520NC,,15,1,0,0,733.67
14-DK46520NEW,,9,0,0,0,479.27
14-DK46530NC,,32,0,11,0,663.42
14-DK46530NEW,,17,0,0,0,502.52
14-DK46540C,,0,0,0,0,439.39
14-DK46540N,,0,0,0,0,737.75
14-DK46540NC,,91,0,26,0,824.95
14-DK46540NEW,,198,0,0,0,547.35
14-DK46543NC,,0,0,0,0,572.98
14-DK46550NC,,0,19,45,0,821.09
14-DK46550NEW,,10,0,0,0,794.73
14-DK46552NC,,0,0,0,0,572.98
14-DK46554NC,,0,0,0,0,572.98
14-DK46560NC,,0,0,0,0,787.13
14-DK46560NEW,,20,0,0,0,563.93
14-DK46570NC,,0,2,0,0,802.94
14-DK46570NEW,,6,1,0,0,220.81
14-DK46580NC,,0,0,0,0,800.78
14-DK46581NC,,0,0,0,0,800.78
14-DK46590NC,,0,0,0,0,800.78
14-DK46666NC,,0,0,0,0,800.78
14-DK4705NC,,0,2,0,0,205.57
14-DK50000C,,0,0,0,0,315.29
14-DK50000NC,,14,2,0,0,330.27
14-DK50001C,,0,0,0,0,257.96
14-DK50001NC,,26,0,0,0,184.82
14-DK50002NC,,3,0,0,0,283.87
14-DK50038C,,0,0,0,0,353.04
14-DK50038NC,,24,0,0,0,248.93
14-DK52000N,,0,0,0,0,114.65
14-DK52001NC,,0,0,0,0,183.48
14-DK52002NC,,0,0,0,0,234.73
14-DK52003NC,,0,0,0,0,234.73
14-DK52004NC,,0,0,0,0,205.66
14-DK52006NC,,1,0,0,0,195.38
14-DK52008C,,0,0,0,0,128.98
14-DK52008NC,,0,0,0,0,192.97
14-DK52010NC,,26,0,0,0,178.81
14-DK52015NC,,1,0,0,0,200.46
14-DK52015NEW,,10,34,0,0,174.64
14-DK52017NC,,0,0,0,0,192.92
14-DK52017NEW,,0,0,0,0,201.09
14-DK52021NC,,0,0,0,0,182.47
14-DK52021NEW,,0,0,0,0,163.27
14-DK52031NC,,0,0,0,0,169.71
14-DK52033NC,,0,0,0,0,221.08
14-DK52033NEW,,0,0,0,0,155.69
14-DK52036NC,,0,0,0,0,205.66
14-DK52038NC,,0,0,0,0,170.06
14-DK52038NEW,,0,0,0,0,225.01
14-DK52040NC,,0,0,0,0,193.91
14-DK52040NEW,,0,0,0,0,159.87
14-DK52070C,,0,0,0,0,166.24
14-DK52070NC,,0,0,30,0,171.98
14-DK52072NC,,0,0,0,0,193.41
14-DK52072NEW,,0,0,0,0,159.87
14-DK52074NC,,0,0,0,0,181.26
14-DK52074NEW,,0,0,0,0,159.87
14-DK52076NC,,0,0,0,0,165.03
14-DK52080C,,0,0,0,1,135.22
14-DK52080N,,0,0,0,0,175.63
14-DK52080NC,,0,0,0,0,187.7
14-DK52080NEW,,0,0,0,0,209.5
14-DK52081NC,,0,0,0,0,206.47
14-DK52081NEW,,0,0,0,0,159.87
14-DK52083NC,,0,0,20,0,184.08
14-DK52083NEW,,0,0,0,0,159.87
14-DK52084NC,,0,0,0,0,183.84
14-DK52085NC,,0,0,30,0,149.25
14-DK52087NC,,0,0,0,0,212
14-DK52089NC,,0,0,0,0,191.69
14-DK52089NEW,,0,0,0,0,191.85
14-DK52099NC,,0,0,0,0,193.91
14-DK52110NC,,10,1,0,0,183.46
14-DK52110NEW,,0,0,0,0,191.11
14-DK52114NC,,16,1,0,0,184.91
14-DK52114NEW,,1,3,0,2,150.22
14-DK52115NC,,0,0,0,0,205.66
14-DK52118NC,,3,1,0,2,159.87
14-DK52118NEW,,0,0,0,0,287.77
14-DK52120NC,,0,0,0,0,187.36
14-DK52120NEW,,0,0,0,0,189.6
14-DK52121NC,,0,1,2,0,194.93
14-DK52121NEW,,0,0,0,0,184.37
14-DK52130NC,,0,0,0,0,189.85
14-DK52132NC,,0,0,0,0,205.66
14-DK52134NC,,0,0,0,0,205.66
14-DK52136NC,,0,0,0,0,205.66
14-DK52138NC,,0,0,0,0,185.09
14-DK52141NC,,0,0,0,0,178.01
14-DK52144NC,,0,0,0,0,205.66
14-DK52210NC,,14,0,0,0,188.65
14-DK52310NC,,0,0,0,29,175.66
14-DK52314NC,,1,0,0,0,173.33
14-DK52320NC,,0,0,0,0,192.31
14-DK52322NC,,0,0,0,0,203.08
14-DK52322NEW,,0,0,0,0,175.87
14-DK52323NC,,0,0,0,0,210.03
14-DK52325NC,,0,0,0,0,205.66
14-DK52328NC,,0,0,0,0,205.66
14-DK52329NC,,0,0,0,0,205.66
14-DK52330NC,,0,0,0,0,205.66
14-DK52331NC,,0,0,0,0,205.66
14-DK52332NC,,0,0,0,0,205.66
14-DK52333NC,,0,0,0,0,205.66
14-DK52334NC,,0,0,0,0,185.09
14-DK52335NC,,0,0,0,0,205.66
14-DK52336NC,,0,0,0,0,185.09
14-DK52337NC,,12,0,0,0,216.31
14-DK52338NC,,0,0,0,0,205.66
14-DK52339NC,,0,0,0,0,229.07
14-DK52340NC,,0,0,0,0,185.09
14-DK52341NC,,0,0,0,0,205.66
14-DK52343NC,,0,0,0,0,185.09
14-DK52346NC,,0,0,0,0,185.09
14-DK52349NC,,0,0,0,0,185.09
14-DK52350NC,,0,0,0,0,185.09
14-DK53011NC,,0,1,0,0,161
14-DK53052NC,,0,0,0,0,202.4
14-DK54000NEW,,1,0,0,0,68.75
14-DK54010NC,,0,0,0,0,220.34
14-DK54012NC,,0,0,0,0,205.66
14-DK54014NC,,0,0,0,0,205.66
14-DK54038NC,,1,0,0,0,181.55
14-DK54038NEW,,0,0,0,1,208.55
14-DK54039NC,,0,0,0,0,220.34
14-DK54041NC,,0,0,0,0,183.94
14-DK54041NEW,,0,0,0,0,94.6
14-DK54048NC,,0,0,0,0,205.66
14-DK54070NC,,0,1,0,6,192.13
14-DK54070NEW,,0,0,0,0,184.37
14-DK54071NC,,0,0,0,0,212.24
14-DK54072NC,,0,0,0,0,205.66
14-DK54074NC,,0,0,0,5,138.5
14-DK54082NC,,0,0,0,0,174.76
14-DK54082NEW,,0,0,0,0,175.87
14-DK54083NC,,0,0,0,0,205.66
14-DK54084NC,,0,0,0,9,199.6
14-DK54120NC,,0,0,0,1,193.31
14-DK54120NEW,,0,0,0,0,188.18
14-DK54122NC,,0,0,0,0,181.27
14-DK54122NEW,,0,0,0,0,175.02
14-DK54123NC,,0,0,0,0,195.13
14-DK54123NEW,,0,0,0,0,175.87
14-DK54204NC,,0,0,0,0,205.66
14-DK54210NC,,0,0,0,0,191.2
14-DK54210NEW,,0,0,0,0,188.18
14-DK54212NC,,0,0,0,0,167.71
14-DK54212NEW,,0,0,0,0,184.37
14-DK54218NC,,0,0,0,0,180.3
14-DK54218NEW,,0,0,0,0,150.77
14-DK54220NC,,0,0,0,0,205.66
14-DK54222NC,,0,0,0,0,205.66
14-DK54223NC,,0,0,0,0,185.09
14-DK54234NC,,44,0,0,0,184.94
14-DK54234NEW,,0,0,0,0,188.18
14-DK54235NC,,0,0,0,0,205.66
14-DK54235NEW,,4,0,0,0,158.02
14-DK54236NC,,0,0,0,0,193.91
14-DK54237NC,,0,0,0,0,192.25
14-DK54238NC,,3,0,0,0,160.43
14-DK54239NC,,0,0,0,0,205.66
14-DK54240NC,,0,0,0,0,205.66
14-DK54320NC,,0,0,0,0,201.25
14-DK54320NEW,,0,0,0,0,187.06
14-DK54322NEW,,0,0,0,0,191.85
14-DK54323NEW,,3,0,0,0,210.49
14-DK54334NC,,1,0,0,0,159.87
14-DK54338NC,,0,0,0,0,187.28
14-DK54339NC,,0,0,0,0,207.72
14-DK54370NC,,0,0,0,0,220.56
14-DK54371NC,,0,0,0,0,205.66
14-DK54382NC,,0,4,0,0,198.09
14-DK54383NC,,0,0,0,0,205.66
14-DK54385NC,,0,0,0,0,192.93
14-DK54386NC,,0,0,0,0,205.66
14-DK54387NC,,0,0,0,0,193.82
14-DK54388NC,,0,0,0,0,205.66
14-DK54389NC,,0,0,0,0,205.66
14-DK54390NC,,0,0,0,0,205.66
14-DK54391NC,,0,0,0,0,205.66
14-DK54391NEW,,0,0,0,0,175.78
14-DK54392NC,,0,0,0,0,150.82
14-DK54393NC,,1,0,0,0,203.28
14-DK54397NC,,0,0,0,0,205.66
14-DK54401NC,,0,0,0,0,205.66
14-DK54402NC,,0,0,0,0,220.34
14-DK54405NC,,0,0,0,0,205.66
14-DK54406NC,,0,0,0,0,205.66
14-DK54406NEW,,0,0,0,0,175.78
14-DK54407NC,,0,0,0,0,205.66
14-DK54408NC,,0,0,0,0,205.66
14-DK54409NC,,0,0,0,0,205.66
14-DK54410NC,,0,0,0,0,205.66
14-DK54411NC,,0,0,0,0,205.66
14-DK54412NC,,0,0,0,0,205.66
14-DK54413NC,,0,0,0,0,205.66
14-DK54414NC,,0,0,0,0,185.09
14-DK54415NC,,0,0,0,0,205.66
14-DK54416NC,,0,0,0,0,193.23
14-DK54417NC,,0,1,0,0,187.22
14-DK54418NC,,0,0,0,0,185.09
14-DK54419NC,,0,0,0,0,185.09
14-DK54421NC,,0,0,0,0,185.09
14-DK54422NC,,0,0,0,0,205.66
14-DK54423NC,,0,0,0,0,185.09
14-DK54424NC,,0,0,0,0,205.66
14-DK54425NC,,0,0,0,0,205.66
14-DK54426NC,,0,0,0,0,205.66
14-DK54427NC,,0,0,0,0,205.66
14-DK54431NC,,0,0,0,0,205.66
14-DK54432NC,,0,0,0,0,185.09
14-DK54433NC,,0,0,0,0,185.09
14-DK54434NC,,0,0,0,0,185.09
14-DK54436NC,,0,0,0,0,185.09
14-DK54439NC,,0,0,0,0,185.09
14-DK54445NC,,0,0,0,0,185.09
14-DK54449NC,,0,0,0,0,185.09
14-DK54450NC,,0,0,0,0,185.09
14-DK54455NC,,0,0,0,0,220.74
14-DK55001NC,,0,0,0,0,205.66
14-DK55002NC,,0,0,0,0,216.31
14-DK55009NC,,0,0,0,0,205.66
14-DK55011C,,0,0,0,0,85.99
14-DK55011NC,,12,12,0,0,182.69
14-DK55011NEW,,40,6,0,0,155.79
14-DK55013NC,,0,0,0,0,205.66
14-DK55015NC,,19,21,0,0,197.27
14-DK55015NEW,,10,0,0,0,183
14-DK55017NC,,3,9,0,1,181.32
14-DK55017NEW,,16,0,0,0,163.27
14-DK55018NC,,0,0,0,0,177.76
14-DK55018NEW,,0,0,0,0,208.12
14-DK55019NC,,5,0,0,0,193.13
14-DK55019NEW,,6,1,0,0,170.83
14-DK55021NC,,0,0,0,0,191.39
14-DK55021NEW,,0,0,0,4,169.79
14-DK55023NC,,0,2,0,0,189.04
14-DK55023NEW,,0,0,0,0,155.69
14-DK55025NC,,0,0,0,0,205.66
14-DK55026NC,,0,0,0,0,148.73
14-DK55027NC,,15,2,0,0,186
14-DK55029NC,,0,1,0,0,189.03
14-DK55029NEW,,8,0,0,0,159.87
14-DK55030NC,,0,2,0,0,188.69
14-DK55030NEW,,7,2,0,0,172.36
14-DK55032NC,,0,0,0,0,205.66
14-DK55032NEW,,0,0,0,0,159.87
14-DK55033NC,,0,0,0,0,205.66
14-DK55035NC,,0,0,0,0,193.82
14-DK55035NEW,,15,0,0,0,174.37
14-DK55036NC,,0,0,0,0,235.97
14-DK55036NEW,,1,0,0,0,184.37
14-DK55038NC,,0,0,0,0,205.66
14-DK55039NC,,0,0,0,0,193.91
14-DK55039NEW,,0,0,0,0,124.16
14-DK55041NC,,0,0,0,0,189.03
14-DK55043NC,,0,3,0,0,193.79
14-DK55043NEW,,0,0,0,0,167.37
14-DK55045NC,,0,0,0,0,205.66
14-DK55047NC,,5,0,0,0,186.01
14-DK55048NC,,0,0,0,0,205.66
14-DK55050NC,,0,0,0,0,205.66
14-DK55051C,,0,0,0,0,143.31
14-DK55053NC,,1,1,0,0,166.05
14-DK55056NC,,6,0,0,0,195.8
14-DK55056NEW,,44,0,0,0,154.79
14-DK55057NC,,0,0,0,0,169.54
14-DK55059NC,,0,0,0,0,205.66
14-DK55061NC,,0,0,0,0,185.84
14-DK55063C,,0,0,0,0,229.3
14-DK55063NC,,2,3,0,0,203.58
14-DK55063NEW,,13,0,0,0,184.41
14-DK55065NC,,5,0,0,0,185.78
14-DK55065NEW,,0,0,0,0,155.69
14-DK55067NC,,0,0,0,0,205.66
14-DK55068NC,,41,0,0,0,187.99
14-DK55068NEW,,0,0,0,0,158.91
14-DK55069NC,,0,0,0,0,177.92
14-DK55069NEW,,0,0,0,0,196.9
14-DK55071NC,,0,0,0,0,185.09
14-DK55073NC,,0,0,0,0,214.67
14-DK55075NC,,0,0,0,0,172.66
14-DK55075NEW,,5,1,0,0,149.87
14-DK55077NC,,0,1,0,0,194.08
14-DK55079NC,,0,0,0,0,205.66
14-DK55081NC,,0,0,0,0,189.03
14-DK55082NC,,0,0,10,0,216.64
14-DK55082NEW,,0,0,0,0,159.87
14-DK55083NC,,4,1,10,0,172.84
14-DK55083NEW,,0,0,0,0,196.9
14-DK55084NC,,0,0,0,0,156.47
14-DK55084NEW,,0,0,0,0,159.87
14-DK55085NC,,0,0,0,0,205.66
14-DK55086C,,0,0,0,0,143.31
14-DK55086NC,,0,1,0,0,183.79
14-DK55088NC,,2,0,0,0,208.02
14-DK55088NEW,,0,0,0,0,187.06
14-DK55090NC,,11,0,10,2,234
14-DK55092NC,,0,0,10,0,178.06
14-DK55092NEW,,0,0,0,0,206.24
14-DK55094NC,,0,0,0,0,185.09
14-DK55096NC,,0,0,0,0,185.09
14-DK55097NC,,0,0,0,0,202.2
14-DK55097NC,,0,0,0,0,205.66
14-DK55100NC,,0,0,0,0,205.66
14-DK55118NC,,0,0,0,0,185.09
14-DK55120C,,1,0,0,0,143.31
14-DK55120NC,,0,0,0,1,187.95
14-DK55120NEW,,30,1,0,0,193.33
14-DK55121C,,0,0,0,0,85.99
14-DK55121NC,,0,0,0,0,194.59
14-DK55121NEW,,24,0,0,0,198.27
14-DK55121NEW-A,,0,0,0,0,246.4
14-DK55122NC,,6,0,0,0,197.81
14-DK55122NEW,,13,0,0,0,171.15
14-DK55123NC,,0,0,0,0,152.33
14-DK55123NEW,,8,0,0,0,167.37
14-DK55124NC,,0,0,0,0,205.66
14-DK55125NC,,0,0,0,0,176.02
14-DK55125NC,,0,0,0,0,184.26
14-DK55125NEW,,0,0,0,0,187.06
14-DK55126NC,,0,0,0,0,177.83
14-DK55126NEW,,0,0,0,0,155.69
14-DK55128NC,,0,0,0,0,185.09
14-DK55129NC,,0,0,0,0,205.66
14-DK55129NEW,,0,0,0,0,159.87
14-DK55131NC,,4,0,65,0,230.34
14-DK55131NEW,,0,0,0,0,191.85
14-DK55133NC,,0,2,0,0,159.87
14-DK55140NC,,0,0,0,0,205.66
14-DK55141NC,,0,0,0,0,183.52
14-DK55141NEW,,2,0,0,1,182.42
14-DK55141NEW,,2,0,0,1,208.29
14-DK55202NC,,0,0,0,0,205.66
14-DK55204NC,,26,4,0,0,189.03
14-DK55210NC,,1,3,0,0,200.07
14-DK55210NEW,,0,0,0,0,191.85
14-DK55212NC,,0,0,0,0,188.54
14-DK55215NC,,0,0,0,0,234.73
14-DK55218NC,,0,0,0,0,205.66
14-DK55220NC,,0,0,0,0,220.34
14-DK55222NC,,0,1,0,0,182.34
14-DK55222NEW,,18,0,0,0,205.23
14-DK55225NC,,1,0,0,0,164.29
14-DK55226NC,,0,0,0,0,237.08
14-DK55228NC,,0,0,0,0,205.66
14-DK55234NC,,0,0,0,0,183.81
14-DK55234NEW,,18,0,0,0,211.22
14-DK55236NC,,0,0,0,0,205.66
14-DK55238NC,,0,0,0,0,191.83
14-DK55239NC,,0,0,0,0,205.66
14-DK55311NC,,0,0,0,0,206.23
14-DK55311NEW,,0,0,0,0,219.96
14-DK55315NC,,6,0,0,2,183.76
14-DK55315NEW,,8,0,0,0,92.4
14-DK55317NC,,0,0,0,0,214.29
14-DK55317NEW,,0,0,0,0,175.87
14-DK55319NC,,0,0,0,0,189.85
14-DK55320NC,,6,0,0,0,199.14
14-DK55320NEW,,2,0,0,0,184.37
14-DK55321NC,,2,0,0,0,194.08
14-DK55322NC,,0,0,0,0,172.52
14-DK55322NEW,,0,0,0,0,175.87
14-DK55323NC,,0,0,0,0,203.39
14-DK55325NC,,0,0,0,0,205.66
14-DK55329NC,,0,0,0,0,205.66
14-DK55330NC,,1,1,0,0,185.46
14-DK55330NEW,,0,0,0,0,175.87
14-DK55339NC,,0,0,0,0,179.02
14-DK55347NC,,1,2,0,0,160.3
14-DK55356NC,,0,0,0,0,205.66
14-DK55361NC,,0,0,0,0,205.66
14-DK55365NC,,0,0,0,0,205.66
14-DK55368NC,,0,0,0,0,205.66
14-DK55368NEW,,2,0,0,0,175.87
14-DK55379NC,,0,0,0,0,205.66
14-DK55382NC,,0,0,0,0,205.66
14-DK55384NC,,0,0,0,0,205.66
14-DK55392NC,,4,1,20,0,180.23
14-DK55399NC,,0,0,0,0,205.66
14-DK55401NC,,0,0,0,0,205.66
14-DK55402NC,,0,0,0,0,208.92
14-DK55404NC,,0,0,0,0,205.66
14-DK55405NC,,0,0,0,0,205.66
14-DK55406NC,,0,0,0,0,205.66
14-DK55407NC,,0,0,0,0,205.66
14-DK55409NC,,0,0,0,0,205.66
14-DK55410NC,,0,0,0,0,205.66
14-DK55411NC,,0,0,0,0,205.66
14-DK55412NC,,0,2,0,0,150.82
14-DK55414NC,,0,0,0,0,205.66
14-DK55415NC,,0,0,0,0,210.03
14-DK55416NC,,0,0,0,0,205.66
14-DK55417NC,,0,0,0,0,205.66
14-DK55417NEW,,10,0,0,0,175.78
14-DK55418NC,,1,0,0,0,153.8
14-DK55418NEW,,10,0,0,0,175.78
14-DK55419NC,,0,0,0,0,180.91
14-DK55420NC,,0,0,0,0,205.66
14-DK55421NC,,0,0,0,0,205.66
14-DK55423NC,,0,0,0,0,221.08
14-DK55424NC,,0,0,0,0,205.66
14-DK55425NC,,0,0,0,0,205.66
14-DK55426NC,,0,0,0,0,205.66
14-DK55427NC,,0,1,27,0,192.87
14-DK55427NC,,0,1,27,0,206.5
14-DK55428NC,,0,0,0,0,205.66
14-DK55429NC,,0,0,0,0,205.66
14-DK55431NC,,0,0,0,0,205.66
14-DK55432NC,,0,0,0,0,205.66
14-DK55433NC,,0,0,0,0,205.66
14-DK55434NC,,0,0,0,0,205.66
14-DK55435NC,,1,0,0,0,152.28
14-DK55437NC,,0,0,0,0,174.43
14-DK55439NC,,0,1,0,0,187.51
14-DK55440NC,,0,1,0,0,187.51
14-DK55441NC,,0,0,0,0,221.08
14-DK55442NC,,0,0,0,0,185.09
14-DK55443NC,,0,0,0,0,185.09
14-DK55444NC,,0,0,0,0,215.43
14-DK55446NC,,0,0,0,0,185.09
14-DK55447NC,,0,0,0,0,205.66
14-DK55448NC,,0,0,0,0,205.66
14-DK55449NC,,0,0,0,0,205.66
14-DK55450NC,,0,0,0,0,185.09
14-DK55451NC,,0,0,0,0,185.09
14-DK55452NC,,0,0,0,0,185.09
14-DK55453NC,,0,0,0,0,185.09
14-DK55454NC,,0,0,0,0,205.66
14-DK55455NC,,0,0,0,0,171.97
14-DK55456NC,,0,0,0,0,185.09
14-DK55457NC,,0,0,0,0,205.66
14-DK55459NC,,0,0,0,0,205.66
14-DK55461NC,,0,1,0,0,195.8
14-DK55462NC,,0,0,0,0,205.66
14-DK55464NC,,0,0,0,0,205.66
14-DK55466NC,,0,0,0,0,205.66
14-DK55467NC,,0,0,0,0,225.64
14-DK55470NC,,0,0,0,0,185.09
14-DK55471NC,,0,0,0,0,234.73
14-DK55475NC,,0,0,0,0,185.09
14-DK55476NC,,0,0,0,0,185.09
14-DK55479NC,,0,0,0,0,185.09
14-DK55480NC,,0,0,0,0,185.09
14-DK55481NC,,0,0,0,0,185.09
14-DK55486NC,,0,0,0,0,342.04
14-DK55900NC,,0,0,0,0,205.66
14-DK55901NC,,0,0,0,0,210.95
14-DK55902NC,,0,0,0,0,205.66
14-DK55903NC,,10,0,10,0,191.71
14-DK55904NC,,0,0,0,0,205.66
14-DK55905NC,,0,0,20,0,214.32
14-DK55906NC,,0,0,10,0,191.38
14-DK55907NC,,0,0,0,0,205.66
14-DK55908NC,,0,0,40,0,214.32
14-DK55909NC,,0,0,0,0,205.66
14-DK55910NC,,0,0,0,0,205.66
14-DK55911NC,,0,0,0,0,205.66
14-DK55912NC,,0,0,20,0,214.32
14-DK55913NC,,0,0,0,0,205.66
14-DK55929NC,,0,0,0,0,185.09
14-DK55930NC,,0,0,0,0,205.66
14-DK55931NC,,0,0,0,0,205.66
14-DK55932NC,,0,0,0,0,185.09
14-DK56002C,,0,0,0,0,171.97
14-DK56002NC,,0,0,0,0,205.66
14-DK56002NEW,,0,0,0,0,207.85
14-DK56011C,,0,0,0,0,157.64
14-DK56011NC,,472,33,232,0,164.59
14-DK56011NEW,,122,14,0,0,180.76
14-DK56015NC,,385,0,171,0,186.49
14-DK56015NEW,,22,0,0,0,140.13
14-DK56017NC,,0,0,29,0,182.1
14-DK56017NEW,,41,6,0,1,185.01
14-DK56018NC,,49,0,0,0,199.37
14-DK56018NEW,,11,0,0,0,199.92
14-DK56019NC,,2,0,0,3,195.24
14-DK56019NEW,,32,1,0,4,198.24
14-DK56021NC,,0,0,0,0,184.78
14-DK56021NEW,,24,15,0,1,170.25
14-DK56023NC,,0,0,0,0,198.97
14-DK56028NC,,1,0,0,0,191.83
14-DK56028NEW,,0,0,0,0,191.36
14-DK56029NC,,0,0,0,0,205.66
14-DK56029NEW,,1,0,0,0,159.87
14-DK56030C,,0,0,0,0,171.97
14-DK56030NC,,47,0,15,0,170.35
14-DK56030NEW,,29,9,0,1,195
14-DK56032NC,,0,0,0,0,207.15
14-DK56032NEW,,0,0,0,0,205.58
14-DK56033NC,,0,0,0,9,154.63
14-DK56033NC,,0,0,0,9,208.58
14-DK56035NC,,0,0,0,0,280.23
14-DK56036NC,,1,1,0,0,165
14-DK56036NEW,,0,0,0,0,159.87
14-DK56037NC,,0,0,0,0,205.66
14-DK56038NC,,0,1,0,0,174.31
14-DK56041NC,,0,2,0,0,172.66
14-DK56043NC,,3,5,0,0,196.68
14-DK56043NEW,,18,0,0,0,170.83
14-DK56044NC,,0,0,0,0,205.66
14-DK56045NC,,0,0,0,0,169.54
14-DK56047NC,,2,0,0,0,182.97
14-DK56047NEW,,0,0,0,0,191.85
14-DK56048NC,,0,0,0,0,219.22
14-DK56050NC,,0,0,0,0,168.44
14-DK56053NC,,0,1,0,0,158.36
14-DK56054NC,,0,5,0,0,186.68
14-DK56055NC,,0,0,0,0,235.49
14-DK56056C,,0,0,0,0,257.96
14-DK56056NC,,0,10,0,0,178.68
14-DK56056NEW,,10,0,0,0,158.26
14-DK56057NC,,4,0,0,0,150.34
14-DK56057NEW,,0,0,0,0,187.06
14-DK56059NC,,2,1,0,0,218.24
14-DK56061NC,,1,0,0,0,187.97
14-DK56063NC,,3,0,0,0,194.51
14-DK56063NEW,,0,3,0,0,188.18
14-DK56065NC,,0,0,0,0,186.48
14-DK56065NEW,,0,0,0,0,191.85
14-DK56068NC,,0,0,0,0,181.84
14-DK56069NC,,0,0,0,0,205.66
14-DK56073NC,,0,0,0,0,197.33
14-DK56074NC,,1,0,0,1,159.53
14-DK56075NC,,1,0,0,0,177.83
14-DK56075NEW,,0,0,0,0,201.09
14-DK56077NC,,0,0,0,0,177.83
14-DK56079NC,,0,0,0,0,205.66
14-DK56081NC,,0,0,0,0,205.66
14-DK56082NC,,80,0,0,0,177.38
14-DK56082NEW,,26,8,0,0,184.91
14-DK56083NC,,0,5,0,0,170.66
14-DK56091NC,,0,0,0,0,205.66
14-DK56093NC,,0,0,0,0,205.66
14-DK56094NC,,0,0,0,0,197.33
14-DK56097NC,,0,0,0,0,205.66
14-DK56098NC,,0,0,0,0,205.66
14-DK56100NC,,0,0,0,0,252.03
14-DK56102NC,,0,0,0,0,205.66
14-DK56120NC,,127,11,95,0,180.73
14-DK56120NEW,,305,0,0,0,159.16
14-DK56121C,,0,0,0,0,116.6
14-DK56121NC,,55,0,1,2,179.93
14-DK56121NEW,,63,2,0,0,178.11
14-DK56122NC,,79,0,0,1,197.81
14-DK56122NEW,,376,19,0,0,184.61
14-DK56123NC,,0,0,124,0,178.17
14-DK56123NEW,,7,0,0,0,175.87
14-DK56124NC,,0,0,0,0,205.66
14-DK56125NC,,100,1,0,0,172.29
14-DK56125NEW,,0,0,0,0,141.94
14-DK56126NC,,0,0,0,0,205.66
14-DK56126NEW,,0,0,0,0,175.87
14-DK56129NC,,0,0,0,0,213
14-DK56129NEW,,1,0,0,0,187.06
14-DK56131NC,,1,0,0,0,209.82
14-DK56134NC,,0,0,0,0,180.38
14-DK56138NC,,0,0,0,0,205.66
14-DK56141NC,,0,0,0,0,215.43
14-DK56202NC,,0,0,0,0,205.66
14-DK56204NC,,3,7,0,0,190.23
14-DK56204NEW,,0,0,0,0,159.87
14-DK56210C,,0,0,0,0,123.25
14-DK56210NC,,7,0,0,0,178.55
14-DK56210NEW,,25,1,0,1,187.79
14-DK56212NC,,0,0,0,0,227.6
