PART#,CROSS,NV,TX,PA,FL,PRICE
TL300-5527,,0,0,0,0,188.73
TL300-5527A,,0,0,0,0,121.5
TL300-5528,,0,0,0,0,182.35
TL300-5528A,,0,0,0,0,171.04
TL300-5529,,0,0,0,0,205.24
TL300-5529A,,0,0,0,0,171.04
TL300-5530,,0,0,0,0,168.28
TL300-5530A,,0,0,0,0,153.34
TL300-5531,,0,0,0,0,160.95
TL300-5531A,,0,0,0,0,171.04
TL300-5532A,,0,0,0,0,188.73
TL300-5533,,0,0,0,0,207.97
TL300-5533A,,0,0,0,0,171.04
TL300-5534,,0,0,0,0,207.02
TL300-5534A,,0,0,0,0,171.04
TL300-5535,,0,0,0,0,193.31
TL300-5535A,,0,0,0,0,171.04
TL300-5536,,0,0,0,0,172.62
TL300-5536A,,0,0,0,0,254.56
TL300-6000,,0,0,0,0,31.79
TL300-6001,,0,1,0,0,25.96
TL300-6002,,0,0,0,0,32.53
TL300-6003,,0,0,0,0,32.43
TL300-6004,,0,0,0,0,29.49
TL300-6050,,0,0,0,0,169.08
TL300-6051,,0,0,0,0,222.28
TL300-6052,,0,0,0,0,182.07
TL300-6053,,0,0,0,0,181.97
TL300-6054,,0,0,0,0,227.15
TL300-6095Q,,0,0,0,0,266.29
TL300-6099,,0,0,0,0,186.73
TL300-6100,,0,0,0,0,170.42
TL300-6101,,0,0,0,0,231.2
TL300-6102,,0,0,0,0,211.14
TL300-6103,,0,0,0,0,193.54
TL300-6148,,0,0,0,0,173.42
TL300-6149,,0,0,0,0,197.24
TL300-6150,,0,0,0,0,238.28
TL300-6151,,0,0,0,0,190.51
TL300-6152,,0,0,0,0,238.28
TL300-6153,,0,0,0,0,233.55
TL300-6173,,0,0,0,0,256.15
TL300-6174,,0,0,0,0,228.83
TL300-6192,,0,0,0,0,212.32
TL300-6193,,0,0,0,0,265.73
TL300-6195,,0,0,0,0,236.75
TL300-6196,,0,0,0,0,223.53
TL300-6213,,0,0,0,0,231.78
TL300-6214,,0,0,0,0,238.28
TL300-6234,,0,0,0,0,156.81
TL300-6235,,0,0,0,0,188.14
TL300-6253,,0,0,0,0,245.35
TL300-6300,,0,0,0,0,234.31
TL300-6303,,0,0,0,0,170.65
TL300-6350,,0,0,0,0,230.02
TL300-6351,,0,0,0,0,181.23
TL300-6352,,0,0,0,0,238.28
TL300-6401,,0,0,0,0,185.45
TL300-6402,,0,0,0,0,242.99
TL300-6403,,0,0,0,0,238.28
TL300-6500,,0,0,0,0,173.39
TL300-6501,,0,0,0,0,173.7
TL300-6502,,0,0,0,0,207.22
TL300-6503,,0,0,0,0,170.82
TL300-6504,,0,0,0,0,177.33
TL300-6505,,1,0,0,0,196.36
TL300-6549,,0,0,0,0,173.48
TL300-6550,,0,0,0,0,210.27
TL300-6551,,0,0,0,0,167.54
TL300-6552,,1,0,0,0,193
TL300-6553,,0,0,0,0,164.29
TL300-6554,,0,0,0,0,173.42
TL300-6555,,0,0,0,0,164.29
TL300-6556,,0,0,0,0,185.92
TL300-6563,,0,0,0,0,268.76
TL300-6571,,0,0,0,0,178.47
TL300-6572,,0,0,0,0,173.48
TL300-6591,,0,0,0,0,238.28
TL300-6592,,0,0,0,0,173.42
TL300-6593,,0,0,0,0,238.28
TL300-6610,,0,0,0,0,238.28
TL300-6611,,0,0,0,0,247.12
TL300-6631,,0,0,0,0,243.52
TL300-6652,,0,0,0,0,173.42
TL300-6653,,0,0,0,0,232.08
TL300-6670,,0,0,0,0,173.42
TL300-6673,,0,0,0,0,183.42
TL300-6674,,0,0,0,0,281.33
TL300-6675,,0,0,0,0,206.72
TL300-6698,,0,0,0,0,271.9
TL300-6778,,0,0,0,0,803.6
TL300-6778A,,0,0,0,0,687.81
TL300-6779,,0,0,0,0,885.78
TL300-6779A,,0,0,0,0,687.81
TL300-6780,,0,0,0,0,799.02
TL300-6780A,,0,0,0,0,653.43
TL300-6781,,0,0,0,0,1011.48
TL300-6788,,0,0,0,0,742
TL300-6789,,0,0,0,0,1121.53
TL300-6791,,0,0,0,0,803.6
TL300-6791A,,0,0,0,0,803.29
TL300-6792,,0,0,0,0,838.08
TL300-6796,,0,0,0,0,308.31
TL300-6797,,0,0,0,0,148.2
TL300-6798,,0,0,0,0,268.2
TL300-6799,,0,0,0,0,522.72
TL300-6800,,0,0,0,0,184.6
TL300-6801,,0,0,0,0,177.33
TL300-6802,,0,0,0,0,192.83
TL300-6803,,0,0,0,0,214.68
TL300-6804,,0,0,0,0,169.49
TL300-6806,,0,0,0,0,477.26
TL300-6829,,0,0,0,0,200.53
TL300-6830,,0,0,0,0,200.53
TL300-6831,,0,0,0,0,214.68
TL300-6881,,0,0,0,0,185.03
TL300-6882,,0,0,0,0,179.38
TL300-6883,,0,0,0,0,173.71
TL300-6884,,0,0,0,0,179.38
TL300-6885,,0,0,0,0,183.45
TL300-6886,,0,0,0,0,160.87
TL300-6887,,0,0,0,0,181.97
TL300-6888,,0,0,0,0,230.9
TL300-6889,,0,0,0,0,185.5
TL300-6890,,0,0,0,0,204.17
TL300-6891,,0,0,0,0,170.65
TL300-6892,,0,0,0,0,230.05
TL300-6893,,0,0,0,0,258.32
TL300-6894,,0,0,0,0,184.52
TL300-6912,,0,0,0,0,232.08
TL300-6913,,0,0,0,0,173.74
TL300-6914,,0,0,0,0,212.12
TL300-6915,,0,0,0,0,163
TL300-6916,,0,0,0,0,243.59
TL300-6917,,0,0,0,0,192.11
TL300-6964,,0,0,0,0,294.01
TL300-6965,,0,0,0,0,266.4
TL300-6965Q,,0,1,0,0,306.69
TL300-6966,,0,0,0,0,315.02
TL300-6966A,,0,0,0,0,182.18
TL300-6967,,0,0,0,0,298.57
TL300-6969,,0,0,0,0,302.15
TL300-6970,,0,0,0,0,306.94
TL300-6971,,0,0,0,0,321.43
TL300-6973,,0,0,0,0,324.81
TL300-6974,,0,0,0,0,302.15
TL300-6975,,0,0,0,0,337.36
TL300-6976,,0,0,0,0,336.1
TL300-6998,,0,0,0,0,266.4
TL300-6999,,0,0,0,0,347.67
TL300-7000,,0,0,0,0,324.45
TL300-7001,,0,0,0,0,388.56
TL300-7002,,0,0,0,0,309.44
TL300-7100,,0,0,0,0,162.52
TL300-7100A,,0,0,0,0,222.94
TL300-7117,,0,0,0,0,227.22
TL300-7117A,,0,0,0,0,214.68
TL300-7118,,0,0,0,0,276.02
TL300-7118A,,0,0,0,0,245.35
TL300-7123,,0,0,0,0,276.02
TL300-7123A,,0,0,0,0,245.35
TL300-7140,,0,0,0,0,248.04
TL300-7140A,,0,0,0,0,151.92
TL300-7141,,0,0,0,0,340.9
TL300-7142,,0,0,0,0,358
TL300-7143,,0,0,0,0,358
TL300-7144,,0,0,0,0,396.97
TL300-7170,,0,0,0,0,259.27
TL300-7170A,,0,0,0,0,161.78
TL300-7171,,0,0,0,0,183.72
TL300-7174,,7,4,0,0,288.44
TL300-7175,,0,0,0,0,208.56
TL300-7180,,0,0,0,0,269.67
TL300-7183,,0,0,0,0,338.53
TL300-7183A,,0,0,0,0,254.73
TL300-7184,,0,0,0,0,260.04
TL300-7184A,,1,0,0,0,229.59
TL300-7185,,0,0,0,0,280.1
TL300-7185A,,1,1,0,0,266.09
TL300-7186,,0,0,0,0,339.29
TL300-7186A,,0,0,0,0,286.93
TL300-7187,,0,0,0,0,251.79
TL300-7187A,,0,0,0,0,271.3
TL300-7188,,0,0,0,0,319.06
TL300-7188A,,0,0,0,0,222.83
TL300-7189,,0,2,0,0,285.37
TL300-7189A,,0,0,0,0,209.27
TL300-7190,,0,0,0,0,279.61
TL300-7190A,,0,0,0,0,224.97
TL300-7191,,0,0,0,0,358.35
TL300-7191A,,0,0,0,0,261.89
TL315-12C,,0,0,0,0,1498.35
TL315-7223,,0,0,0,0,324.5
TL315-7358,,0,0,0,0,155.96
TL315-7367,,0,0,0,0,147.75
TL315-7626,,0,0,0,0,104.12
TL315-7726,,0,0,0,0,247.68
TL315-7929,,0,2,0,0,44.46
TL315-7930,,0,0,0,0,181.67
TL315-7931,,0,1,0,0,241.75
TL315-8000,,0,0,0,0,245.74
TL325-8100,,0,0,0,0,6.78
TL325-8101,,0,0,0,0,6.51
TL325-8103,,0,0,0,0,6.12
TL325-8104,,0,0,0,0,8.53
TL325-8105,,0,0,0,0,6.03
TL325-8106,,0,0,0,0,6.01
TL325-8107,,0,0,0,0,4.58
TL325-8108,,0,0,0,0,6.84
TL325-8109,,0,0,0,0,1.29
TL325-8110,,0,0,0,0,8.6
TL325-8111,,0,0,0,0,6.12
TL325-8112,,0,5,0,0,6.35
TL325-8150,,0,0,0,0,12
TL325-8151,,0,0,0,0,4.87
TL325-8152,,0,0,0,0,15.43
TL325-8153,,0,0,0,0,19.47
TL325-8154,,0,0,0,0,11.11
TL325-8155,,0,0,0,0,13.41
TL325-8156,,0,0,0,0,22.67
TL325-8278,,0,0,0,0,9.48
TL325-8280,,0,0,0,0,25.52
TL325-8282,,8,0,0,0,2.94
TL325-8300,,0,0,0,0,6.73
TL325-8301,,0,5,0,0,4.59
TL325-8302,,0,0,0,0,13
TL325-8303,,0,0,0,0,3.52
TL325-8327,,0,0,0,0,14.21
TL325-8328,,0,0,0,0,23.57
TL325-8329,,0,12,0,0,12.52
TL325-8330,,0,0,0,0,14.14
TL325-8332,,0,0,0,0,9.12
TL325-8333,,0,0,0,0,15.74
TL325-8334,,0,0,0,0,13.05
TL325-8401,,0,0,0,0,6.57
TL325-8402,,0,0,0,0,5.57
TL325-8403,,0,0,0,0,10.11
TL325-8404,,0,0,0,0,9.63
TL325-8405,,0,0,0,0,8.25
TL325-8406,,0,0,0,0,14.33
TL325-8407,,0,0,0,0,19.93
TL325-8408,,0,0,0,0,2.78
TL325-8409,,2,0,0,0,11.47
TL325-8410,,0,0,0,0,16.24
TL325-8439,,0,0,0,0,12.74
TL325-8500,,0,0,0,0,7.9
TL325-8501,,0,0,0,0,13.37
TL325-8525,,0,0,0,0,13.08
TL325-8527,,0,0,0,0,22.91
TL325-8528,,1,3,0,0,15.08
TL325-8529,,2,3,0,0,32.34
TL325-8530,,0,0,0,0,22.28
TL325-8550,,0,0,0,0,29.87
TL325-8552,,0,0,0,0,17.56
TL325-8553,,4,0,0,0,14.85
TL325-8554,,0,0,0,0,11.99
TL325-8555,,0,0,0,0,19.27
TL325-8556,,0,0,0,0,2.03
TL325-8561,,0,0,0,0,6.3
TL325-8574,,0,1,0,0,64.08
TL325-8600,,1,0,0,0,22.59
TL325-8601,,2,0,0,0,24.96
TL325-8602,,0,0,0,12,11.58
TL325-8603,,0,0,0,0,9.55
TL325-8604,,167,20,0,0,19.48
TL325-8625,,0,0,0,0,13.65
TL325-8626,,0,0,0,0,13.46
TL325-8627,,0,0,0,0,14.32
TL325-8628,,0,0,0,0,19.1
TL325-8650,,0,0,0,0,20.11
TL325-8651,,0,0,0,0,16.23
TL325-8652,,0,0,0,0,30.39
TL325-8653,,0,0,0,0,26.64
TL325-8700,,0,0,0,0,15.43
TL325-8701,,0,0,0,0,13
TL325-8702,,0,0,0,0,15.73
TL325-8703,,0,0,0,0,17.33
TL325-8725,,0,0,0,1,23.87
TL325-8726,,0,0,0,0,15.6
TL325-8727,,0,0,0,0,11.39
TL325-8728,,0,0,0,0,11.76
TL325-8731,,0,0,0,0,27.06
TL325-8800,,0,2,0,0,13.81
TL350-1401,,0,0,0,0,126.76
TL350-1403,,0,0,0,0,321.78
TL350-1406,,0,0,0,0,379.96
TL350-1408,,0,0,0,0,190.96
TL350-1501,,0,0,0,0,165.25
TL350-1502,,0,0,0,0,159.13
TL350-1504,,0,0,0,0,240.28
TL350-1505,,0,0,0,0,119.35
TL350-1506,,5,0,0,0,253.3
TL350-1508,,0,0,0,0,149.94
TL350-1510,,0,0,0,0,106.49
TL350-1512,,0,0,0,0,166.47
TL350-1513,,0,0,0,0,167.7
TL350-1551,,0,0,0,0,120.95
TL350-1552,,0,0,0,0,123.63
TL350-1553,,0,0,0,0,127.3
TL350-1554,,0,0,0,0,106.62
TL350-1555,,0,0,0,0,143.22
TL350-1556,,0,0,0,0,178.22
TL350-1603,,0,0,0,0,143.83
TL350-1604,,0,0,0,0,364.77
TL350-1606,,4,0,0,0,104.68
TL350-1607,,0,0,0,0,184.23
TL350-1608,,0,0,0,0,127.3
TL350-1610,,0,0,0,0,167.7
TL350-1615,,0,0,0,0,125.91
TL350-1616,,0,0,0,0,170.76
TL350-1617,,0,0,0,0,195.24
TL350-1620,,0,0,0,0,138.33
TL350-1626,,0,0,0,0,187.73
TL350-1627,,0,0,0,0,143.22
TL350-1628,,0,0,0,0,167.7
TL350-1629,,0,0,0,0,167.7
TL350-1630,,0,0,0,0,127.3
TL350-1631,,0,0,0,0,231.6
TL350-1632,,0,0,0,0,310.86
TL350-1633,,0,0,0,0,310.73
TL350-1637,,0,0,0,0,135.27
TL350-1639,,0,0,0,0,136.18
TL350-1700,,1,0,0,0,156.01
TL350-1701,,1,0,0,0,115.99
TL350-1702,,0,0,0,0,172.59
TL350-1703,,0,0,0,0,79.32
TL350-1704,,4,0,0,0,128.89
TL350-1705,,20,0,0,0,117.82
TL350-1705H,,0,0,0,0,214.14
TL350-1706,,0,0,0,0,226.41
TL350-1707,,0,0,0,0,192.77
TL350-1708,,5,0,0,0,155.46
TL350-1709,,6,0,0,0,101.66
TL350-1710,,0,0,0,0,359.88
TL350-1711,,3,0,0,0,110.2
TL350-1712,,3,0,0,0,185.64
TL350-1713,,0,0,0,0,179.32
TL350-1714,,3,0,0,0,179.62
TL350-1717,,0,0,0,0,201.98
TL350-1718,,0,0,0,0,209.84
TL350-1720,,0,0,0,0,224.25
TL350-1730,,4,0,0,0,216.54
TL350-1731,,0,0,0,0,96.95
TL350-1785,,0,0,0,0,335.4
TL350-1786,,0,0,0,0,239.92
TL350-1790,,0,0,0,0,153.49
TL350-1792,,0,0,0,0,437.61
TL350-1793,,1,0,0,0,131.63
TL350-1794,,0,0,0,0,636.53
TL350-1795,,0,0,0,0,92.42
TL350-1800,,0,0,0,0,143.22
TL350-1804,,0,0,0,0,796.92
TL350-1805,,0,0,0,0,461.48
TL350-1807,,5,0,0,0,168.14
TL350-1808,,0,0,0,0,946.84
TL350-1809,,0,0,0,0,120.74
TL350-1810,,0,0,0,0,386.97
TL350-1811,,0,0,0,0,391.82
TL350-1812,,5,1,0,0,284.97
TL350-1814,,5,0,0,0,286.44
TL350-1818,,10,0,0,0,124.98
TL350-1819,,0,0,0,0,120.97
TL350-1820,,0,0,0,0,178.6
TL350-1821,,3,0,0,0,133.98
TL350-1891,,0,0,0,0,419.12
TL350-1901,,0,0,0,0,259.4
TL350-1902,,0,0,0,0,131.58
TL350-1903,,0,0,0,0,190.89
TL350-1904,,0,0,0,0,90.7
TL350-1905,,0,0,0,0,232.88
TL350-1906,,0,0,0,0,118.77
TL350-1907,,5,0,0,0,98.37
TL350-1908,,5,0,0,0,122.45
TL350-1910,,5,0,0,0,113.77
TL350-1911,,5,0,0,0,119.9
TL350-1912,,5,0,0,0,222.83
TL350-1913,,0,0,0,0,105.03
TL350-1914,,0,0,0,0,359.27
TL350-1917,,0,0,0,0,230.04
TL350-1918,,5,0,0,0,287.84
TL350-1919,,4,0,0,0,108.33
TL350-1920,,5,0,0,0,227.06
TL350-1921,,5,0,0,0,215.44
TL350-1923,,0,0,0,0,166
TL350-1991,,0,3,0,0,84.76
TL350-2000,,0,1,0,0,297.14
TL350-2001,,0,0,0,0,127.3
TL350-2003,,0,0,0,1,255.84
TL350-2005,,0,0,0,0,186.54
TL350-2006,,0,0,0,0,220.69
TL350-2007,,4,0,0,0,134.7
TL350-2009,,0,0,0,0,239.79
TL350-2010,,5,0,0,0,119.9
TL350-2011,,4,0,0,0,107.4
TL350-2012,,5,0,0,0,86.99
TL350-2014,,6,0,0,0,108.33
TL350-2017,,6,0,0,0,156.95
TL350-2020,,6,0,0,0,118.84
TL350-2022,,0,0,0,0,130
TL350-2023,,0,0,0,0,94.19
TL350-2026,,0,1,0,0,143.19
TL350-2032,,0,0,0,0,135.71
TL350-2033,,0,0,0,0,127.3
TL350-2040,,0,0,0,0,96.86
TL350-2045,,0,0,0,0,111.39
TL350-2050,,0,2,0,0,165.78
TL350-2051,,0,0,0,0,180.47
TL350-2100,,0,0,0,0,112.92
TL350-2103,,0,0,0,0,183.01
TL350-2104,,0,0,0,0,215.89
TL350-2105,,5,0,0,0,155.14
TL350-2108,,0,0,0,0,175.08
TL350-2109,,3,0,0,0,104.07
TL350-2111,,37,0,0,0,111.66
TL350-2150,,0,0,0,0,518.74
TL350-2200,,0,0,0,0,143.83
TL350-2201,,0,0,0,0,323.44
TL350-2202,,0,0,0,0,424.45
TL350-2204,,0,0,0,0,203.81
TL350-2205,,0,0,0,0,476.39
TL350-2206,,2,0,0,0,165.86
TL350-2207,,21,0,0,0,193.66
TL350-2209,,0,0,0,0,122.45
TL350-2210,,5,0,0,0,162.51
TL350-2211,,5,0,0,0,131.89
TL350-2212,,4,0,0,0,154.62
TL350-2215,,0,0,0,0,273.7
TL350-2217,,5,0,0,0,187.51
TL350-2218,,5,0,0,0,122.93
TL350-2219,,0,0,0,0,135.65
TL350-2250,,0,0,0,0,239.79
TL350-2251,,0,0,0,0,367.22
TL350-2253,,1,0,0,0,299.31
TL350-2255,,0,0,0,0,149.11
TL350-2302,,0,0,0,0,254.61
TL350-2357,,0,0,0,0,1145.97
TL350-2407,,0,0,0,0,396.18
TL350-2410,,0,0,0,0,828.62
TL350-2500,,0,0,0,0,197.95
TL350-2501,,1,2,0,1,214.96
TL350-2501RD,,0,0,0,0,199.96
TL350-2502,,0,0,0,0,141.55
TL350-2503,,0,0,0,0,120.38
TL350-2503RD,,1,0,0,0,248.33
TL350-2504,,0,0,0,0,68
TL350-2504RD,,0,0,0,0,73.55
TL350-2505,,2,1,0,0,167.62
TL350-2505RD,,0,0,0,0,150.7
TL350-2506,,0,0,0,0,102.59
TL350-2507,,0,2,0,0,169.67
TL350-2508,,0,0,0,0,254.61
TL350-2526,,0,0,0,0,546.32
TL350-260,,0,0,0,0,638.84
TL350-2608,,0,0,0,0,771.47
TL350-2610RD,,0,0,0,0,440.37
TL350-2703P,,0,0,0,0,80.79
TL350-4001,,0,0,0,0,41.54
TL350-4002,,1,0,0,4,65.82
TL350-4003,,0,0,0,0,6.68
TL350-4005,,0,0,0,2,329.18
TL400-4450,,0,0,0,0,153.01
TL400-4452,,0,0,0,0,438.41
TL400-4500,,0,0,0,0,77.74
TL400-4501,,0,0,0,0,132.04
TL400-4503,,0,0,0,0,263.18
TL400-4507,,0,0,0,0,80.17
TL400-4509,,0,0,0,0,84.46
TL400-4511,,0,0,0,0,119.9
TL400-4514,,0,0,0,0,82.63
TL400-4550,,0,0,0,0,83.24
TL400-4551,,0,0,0,0,75.89
TL400-4552,,0,0,0,0,86.55
TL400-4553,,0,0,0,0,78.34
TL400-4555,,0,0,0,0,87.53
TL400-4602,,0,0,0,0,254.61
TL400-4603,,0,0,0,0,299.77
TL400-4604,,0,0,0,0,186.07
TL400-4607,,0,0,0,0,171.31
TL400-4609,,0,0,0,0,64.69
TL400-4610,,0,0,0,0,215.8
TL400-4612,,0,0,0,0,83.61
TL400-4615,,0,0,0,0,79.19
TL400-4616,,0,0,0,0,79.56
TL400-4619,,0,0,0,0,69.72
TL400-4620,,0,0,0,0,81.4
TL400-4621,,0,0,0,0,47.74
TL400-4622,,0,0,0,0,95.48
TL400-4701,,3,0,0,0,176.35
TL400-4701KY,,0,0,0,0,179.34
TL400-4702,,0,0,0,0,477.71
TL400-4703,,0,0,0,0,315.19
TL400-4704,,0,0,0,0,167.62
TL400-4705,,3,0,0,1,171.7
TL400-4705RD,,0,0,0,0,136.39
TL400-4706,,0,0,0,0,119.6
TL400-4707,,0,0,0,0,187.02
TL400-4708,,0,0,0,0,362.82
TL400-4709,,0,0,0,0,201.14
TL400-4710,,1,0,0,0,223.55
TL400-4711,,0,3,0,0,264.52
TL400-4712,,0,0,0,0,121.54
TL400-4713,,0,0,0,0,175.4
TL400-4715,,0,0,0,0,260.01
TL400-4716,,0,0,0,0,483.75
TL400-4717,,14,0,0,0,50.01
TL400-4718,,0,1,0,0,62.19
TL400-4750,,0,0,0,0,107.5
TL400-4751,,0,0,0,0,190.71
TL400-4752,,0,3,0,0,158.25
TL400-4795,,0,0,0,0,180.23
TL400-4796,,0,0,20,0,304.58
TL400-4800,,0,0,0,1,249.51
TL400-4800KY,,0,0,0,0,222.23
TL400-4800WOB,,0,0,0,0,157.84
TL400-4802,,0,0,0,0,201.21
TL400-4802KY,,0,0,0,0,145.84
TL400-4804,,0,0,0,0,519.03
TL400-4804KY,,0,0,0,0,452.53
TL400-4806,,0,0,0,1,212.86
TL400-4806KY,,0,0,0,0,192.47
TL400-4808,,2,0,0,0,286.44
TL400-4809,,0,0,0,0,210.17
TL400-4809KY,,0,0,0,0,221.23
TL400-4810,,1,1,0,35,35.24
TL400-4810KY,,0,0,0,0,176.65
TL400-4811,,0,0,0,0,280.07
TL400-4900,,0,0,0,0,303.52
TL400-4900RD,,0,0,0,0,270.77
TL400-4901,,0,0,0,0,252.08
TL400-4901RD,,0,0,0,0,255.37
TL400-4902,,0,0,0,0,383.97
TL400-4902RD,,0,0,0,0,232.53
TL400-4904,,0,0,0,0,169.22
TL400-4904RD,,0,0,0,0,202.39
TL400-4905,,0,0,0,0,441.75
TL400-4906,,0,0,0,0,1118.68
TL400-4909,,4,0,0,1,137.83
TL400-5001,,0,0,0,0,219.02
TL400-5001KY,,0,0,0,0,262.57
TL400-5002KY,,0,0,0,0,412.45
TL400-5004,,0,0,0,0,105.79
TL400-5004KY,,0,0,0,0,107.48
TL400-5005,,0,0,0,0,236.35
TL400-5005KY,,0,0,0,0,245.81
TL400-5006,,0,1,0,0,147.39
TL400-5008,,46,0,0,0,113.17
TL400-5009,,0,0,0,0,124.77
TL400-5010,,0,0,0,0,210.77
TL400-5011,,0,0,0,0,105.01
TL400-5012,,0,0,0,0,180.95
TL400-5090,,0,0,0,0,318.25
TL400-5090RD,,0,0,0,0,269.7
TL400-5100,,0,0,0,1,214.17
TL400-5100KY,,0,0,0,0,225.45
TL400-5101,,0,0,0,0,235.11
TL400-5101RD,,0,0,0,0,272.75
TL400-5102,,0,0,0,0,231.45
TL400-5103,,0,0,0,0,203.94
TL400-5104,,1,0,0,1,305.63
TL400-5104RD,,0,0,0,0,271.69
TL400-5105,,0,0,0,0,944.99
TL400-5106,,0,2,0,0,288.85
TL400-5107,,0,0,0,0,294.87
TL400-5107RD,,0,0,0,0,194.46
TL400-5108,,0,0,0,0,141.35
TL400-5109,,0,0,0,0,353.46
TL400-5109KY,,0,0,0,0,334.51
TL400-5110,,0,0,0,0,302.67
TL400-5110KY,,0,0,0,0,273.04
TL400-5111,,0,0,0,0,194.36
TL400-5111KY,,0,0,0,0,164.3
TL400-5112,,0,0,0,0,351.09
TL400-5112KY,,0,0,0,0,322.17
TL400-5113,,0,0,0,0,195.22
TL400-5114,,0,0,0,0,200.9
TL400-5114KY,,0,0,0,0,167.77
TL400-5115KY,,0,0,0,0,154.63
TL400-5116,,0,0,0,0,129
TL400-5117,,0,0,0,0,479.71
TL400-5150,,0,0,0,0,257.79
TL400-5151,,0,0,0,0,257.79
TL400-5201,,0,0,0,0,330.06
TL400-5201KY,,0,0,0,0,287.75
TL400-5202,,0,0,0,0,269.88
TL400-5202KY,,0,0,0,0,225.46
TL400-5204,,1,0,0,0,193.86
TL400-5204RD,,0,0,0,0,169.02
TL400-5206,,0,0,0,0,445.57
TL400-5208,,0,3,0,0,91.52
TL400-5209,,0,0,0,0,150.53
TL400-5210,,0,0,0,0,217.68
TL400-5300,,0,0,0,0,228.92
TL400-5300RD,,0,0,0,0,228.92
TL400-5301,,0,11,0,0,265.01
TL400-5301RD,,0,0,0,0,158.83
TL400-5302,,0,0,0,0,271.77
TL400-5302RD,,0,0,0,0,293.81
TL400-5303,,0,0,0,0,222.51
TL400-5303RD,,0,0,0,0,293.4
TL400-5400,,0,0,0,0,215.67
TL400-5400RD,,0,0,0,0,182.77
TL400-5500,,0,0,0,0,264.01
TL400-5501,,0,0,0,0,495.75
TL400-5502,,0,0,0,0,633.97
TL400-5503,,0,0,0,0,205.6
TL400-5504,,0,0,0,0,451.92
TL400-5505,,0,0,0,0,154.54
TL400-5600,,4,40,0,1,250.95
TL400-5600RD,,0,0,0,0,250.95
TL400-5601,,0,0,0,0,268.17
TL400-5601RD,,0,0,0,0,227.26
TL400-5602,,0,0,0,0,341.99
TL400-5603,,0,0,0,0,302.35
TL400-5604,,14,0,0,0,513.46
TL400-5604RD,,0,0,0,0,274.78
TL400-5605,,0,0,0,0,221.12
TL400-5605RD,,0,0,0,0,191.44
TL400-5606,,0,0,0,0,254.91
TL400-5607,,2,0,0,0,248.63
TL400-5607RD,,0,0,0,0,202.54
TL400-5608,,0,0,0,0,348.32
TL400-5608RD,,9,0,0,0,254.74
TL400-5609,,0,0,0,0,301.11
TL400-5609RD,,0,0,0,0,233.35
TL400-5610,,0,2,0,0,254.92
TL400-5610RD,,0,0,0,0,223.07
TL400-5611,,4,1,0,0,275.94
TL400-5611RD,,0,0,0,0,212.09
TL400-5612,,2,1,0,2,234.42
TL400-5612RD,,0,0,0,0,234.42
TL400-5613,,0,0,0,0,513.16
TL400-5613RD,,0,0,0,0,513.16
TL400-5614,,3,2,0,3,457.4
TL400-5614RD,,0,0,0,0,519.59
TL400-5615,,1,1,0,1,262.54
TL400-5615RD,,0,0,0,0,261.84
TL400-5616,,1,1,0,1,281.73
TL400-5616RD,,0,0,0,0,237.44
TL400-5617,,2,0,0,0,281.25
TL400-5617RD,,0,0,0,0,311.52
TL400-5618,,4,1,0,0,277.54
TL400-5618RD,,0,0,0,0,234.96
TL400-5619,,0,0,0,0,248.35
TL400-5619RD,,0,0,0,0,236.52
TL400-5620,,0,1,0,1,282.79
TL400-5620RD,,0,0,0,0,286.52
TL400-5621,,0,0,0,3,347.13
TL400-5621RD,,0,0,0,0,298.33
TL400-5622,,1,1,0,1,315.15
TL400-5622RD,,0,0,0,0,298.61
TL400-5623,,3,2,0,2,216.04
TL400-5623RD,,0,0,0,0,216.04
TL400-5701,,0,0,0,0,267.54
TL400-5704,,0,0,0,0,276.22
TL400-5800,,0,0,0,0,121.79
TL400-5903,,0,0,0,0,327.93
TL400-6200,,0,0,0,0,347.38
TL450-5009,,0,0,0,0,110.04
TL450-6500,,2,15,0,0,21.18
TL450-6500KY,,0,0,0,0,20.74
TL450-6500RD,,0,0,0,14,24.55
TL450-6501,,2,0,0,0,21.02
TL450-6501KY,,0,0,0,0,20.74
TL450-6501RD,,0,0,0,0,20.46
TL450-6502,,0,0,0,1,20.87
TL450-6502KY,,0,7,0,0,20.89
TL450-6503,,3,0,0,0,31.66
TL450-6503RD,,0,0,0,0,25.36
TL450-6504,,0,1,0,0,48.55
TL450-6506,,0,0,0,0,22.84
TL450-6506RD,,0,3,0,0,23.8
TL450-6507,,0,0,0,0,27.2
TL450-6508,,0,0,0,0,13.62
TL450-6509,,36,0,0,2,19.55
TL450-6509KY,,0,0,0,0,23.97
TL450-6510,,1,1,0,0,22.97
TL450-6510KY,,0,0,0,0,21.01
TL450-6512,,0,0,0,0,20.53
TL450-6513,,0,0,0,0,25.3
TL450-6514,,0,10,0,0,10.85
TL450-6514,,0,10,0,0,39.59
TL450-6515,,0,0,0,0,19.93
TL450-6550,,0,0,0,3,18.27
TL450-6550KY,,0,0,0,0,20.89
TL450-6551,,0,0,0,1,29.66
TL450-6551KY,,0,18,0,0,19.32
TL450-6552,,5,0,0,0,20.51
TL450-6552KY,,0,7,0,0,24.53
TL450-6552RD,,0,0,0,0,30.98
TL450-6553,,6,0,0,5,28.55
